State,County,County Median Household Income,State Median Household Income
Iowa,Page,58264,70571
Iowa,Palo Alto,67306,70571
Iowa,Plymouth,79963,70571
Iowa,Pocahontas,61434,70571
Iowa,Polk,78827,70571
Iowa,Pottawattamie,68718,70571
Iowa,Poweshiek,61192,70571
Iowa,Ringgold,67898,70571
Iowa,Sac,68778,70571
Iowa,Scott,72792,70571
Iowa,Shelby,70295,70571
Iowa,Sioux,81914,70571
Iowa,Story,66197,70571
Iowa,Tama,65483,70571
Iowa,Taylor,65926,70571
Iowa,Union,56495,70571
Iowa,Van Buren,58417,70571
Iowa,Wapello,56209,70571
Iowa,Warren,89741,70571
Iowa,Washington,71122,70571
Iowa,Wayne,58257,70571
Iowa,Webster,65335,70571
Iowa,Winnebago,62853,70571
Iowa,Winneshiek,67770,70571
Iowa,Woodbury,68399,70571
Iowa,Worth,69897,70571
Iowa,Wright,58240,70571
Kansas,Allen,55059,69747
Kansas,Anderson,67651,69747
Kansas,Atchison,55281,69747
Kansas,Barber,53774,69747
Kansas,Barton,54634,69747
Kansas,Bourbon,55826,69747
Kansas,Brown,55876,69747
Kansas,Butler,77724,69747
Kansas,Chase,52481,69747
Kansas,Chautauqua,51210,69747
Kansas,Cherokee,53382,69747
Kansas,Cheyenne,52730,69747
Kansas,Clark,58287,69747
Kansas,Clay,57765,69747
Kansas,Cloud,51197,69747
Kansas,Coffey,67645,69747
Kansas,Comanche,49754,69747
Kansas,Cowley,55726,69747
Kansas,Crawford,49779,69747
Kansas,Decatur,49412,69747
Kansas,Dickinson,62971,69747
Kansas,Doniphan,66358,69747
Kansas,Douglas,66153,69747
Kansas,Edwards,52750,69747
Kansas,Elk,50000,69747
Kansas,Ellis,59665,69747
Kansas,Ellsworth,59844,69747
Kansas,Finney,68481,69747
Kansas,Ford,67997,69747
Kansas,Franklin,68217,69747
Kansas,Geary,57992,69747
Kansas,Gove,59417,69747
Kansas,Graham,47071,69747
Kansas,Grant,84808,69747
Kansas,Gray,74500,69747
Kansas,Greeley,69948,69747
Kansas,Greenwood,51812,69747
Kansas,Hamilton,58750,69747
Kansas,Harper,53032,69747
Kansas,Harvey,70685,69747
Kansas,Haskell,66458,69747
Kansas,Hodgeman,63125,69747
Kansas,Jackson,70385,69747
Kansas,Jefferson,74562,69747
Kansas,Jewell,47109,69747
Kansas,Johnson,103644,69747
Kansas,Kearny,68750,69747
Kansas,Kingman,59640,69747
Kansas,Kiowa,70347,69747
Kansas,Labette,56143,69747
Kansas,Lane,52222,69747
Kansas,Leavenworth,84307,69747
Kansas,Lincoln,52540,69747
Kansas,Linn,56697,69747
Kansas,Logan,70382,69747
Kansas,Lyon,56415,69747
Kansas,McPherson,71250,69747
Kansas,Marion,60011,69747
Kansas,Marshall,64306,69747
Kansas,Meade,74063,69747
Kansas,Miami,85564,69747
Kansas,Mitchell,63008,69747
Kansas,Montgomery,51513,69747
Kansas,Morris,52866,69747
Kansas,Morton,57943,69747
Kansas,Nemaha,72788,69747
Kansas,Neosho,54894,69747
Kansas,Ness,64907,69747
Kansas,Norton,52710,69747
Kansas,Osage,66155,69747
Kansas,Osborne,58750,69747
Kansas,Ottawa,74551,69747
Kansas,Pawnee,54141,69747
Kansas,Phillips,57611,69747
Kansas,Pottawatomie,85241,69747
Kansas,Pratt,61685,69747
Kansas,Rawlins,61827,69747
Kansas,Reno,57390,69747
Kansas,Republic,54531,69747
Kansas,Rice,58523,69747
Kansas,Riley,56327,69747
Kansas,Rooks,60821,69747
Kansas,Rush,53523,69747
Kansas,Russell,49929,69747
Kansas,Saline,59887,69747
Kansas,Scott,53365,69747
Kansas,Sedgwick,65372,69747
Kansas,Seward,57131,69747
Kansas,Shawnee,63463,69747
Kansas,Sheridan,66719,69747
Kansas,Sherman,61404,69747
Kansas,Smith,50943,69747
Kansas,Stafford,60000,69747
Kansas,Stanton,66000,69747
Kansas,Stevens,67950,69747
Kansas,Sumner,59397,69747
Kansas,Thomas,72417,69747
Kansas,Trego,77500,69747
Kansas,Wabaunsee,70000,69747
Kansas,Wallace,57708,69747
Kansas,Washington,59432,69747
Kansas,Wichita,69551,69747
Kansas,Wilson,55439,69747
Kansas,Woodson,50670,69747
Kansas,Wyandotte,57771,69747
Kentucky,Adair,49690,60183
Kentucky,Allen,57159,60183
Kentucky,Anderson,69885,60183
Kentucky,Ballard,57111,60183
Kentucky,Barren,48141,60183
Kentucky,Bath,51471,60183
Kentucky,Bell,33658,60183
Kentucky,Boone,91697,60183
Kentucky,Bourbon,54580,60183
Kentucky,Boyd,58327,60183
Kentucky,Boyle,56568,60183
Kentucky,Bracken,59911,60183
Kentucky,Breathitt,38209,60183
Kentucky,Breckinridge,51756,60183
Kentucky,Bullitt,73900,60183
Kentucky,Butler,47589,60183
Kentucky,Caldwell,52488,60183
Kentucky,Calloway,48276,60183
Kentucky,Campbell,71979,60183
Kentucky,Carlisle,53065,60183
Kentucky,Carroll,50625,60183
Kentucky,Carter,47004,60183
Kentucky,Casey,42190,60183
Kentucky,Christian,48920,60183
Kentucky,Clark,61878,60183
Kentucky,Clay,37888,60183
Kentucky,Clinton,41180,60183
Kentucky,Crittenden,45810,60183
Kentucky,Cumberland,40515,60183
Kentucky,Daviess,64021,60183
Kentucky,Edmonson,53029,60183
Kentucky,Elliott,39469,60183
Kentucky,Estill,39980,60183
Kentucky,Fayette,66087,60183
Kentucky,Fleming,46885,60183
Kentucky,Floyd,38723,60183
Kentucky,Franklin,62929,60183
Kentucky,Fulton,35449,60183
Kentucky,Gallatin,58641,60183
Kentucky,Garrard,58263,60183
Kentucky,Grant,65461,60183
Kentucky,Graves,52526,60183
Kentucky,Grayson,47024,60183
Kentucky,Green,38595,60183
Kentucky,Greenup,58562,60183
Kentucky,Hancock,68102,60183
Kentucky,Hardin,64136,60183
Kentucky,Harlan,35128,60183
Kentucky,Harrison,58840,60183
Kentucky,Hart,45561,60183
Kentucky,Henderson,56912,60183
Kentucky,Henry,58294,60183
Kentucky,Hickman,68589,60183
Kentucky,Hopkins,54466,60183
Kentucky,Jackson,38516,60183
Kentucky,Jefferson,66296,60183
Kentucky,Jessamine,69905,60183
Kentucky,Johnson,44231,60183
Kentucky,Kenton,76016,60183
Kentucky,Knott,38336,60183
Kentucky,Knox,34254,60183
Kentucky,Larue,57867,60183
Kentucky,Laurel,53693,60183
Kentucky,Lawrence,42488,60183
Kentucky,Lee,31682,60183
Kentucky,Leslie,37019,60183
Kentucky,Letcher,38466,60183
Kentucky,Lewis,36662,60183
Kentucky,Lincoln,49487,60183
Kentucky,Livingston,56125,60183
Kentucky,Logan,58869,60183
Kentucky,Lyon,64081,60183
Kentucky,McCracken,58490,60183
Kentucky,McCreary,35000,60183
Kentucky,McLean,64020,60183
Kentucky,Madison,59797,60183
Kentucky,Magoffin,31927,60183
Kentucky,Marion,49627,60183
Kentucky,Marshall,64597,60183
Kentucky,Martin,45265,60183
Kentucky,Mason,48460,60183
Kentucky,Meade,68518,60183
Kentucky,Menifee,43797,60183
Kentucky,Mercer,60728,60183
Kentucky,Metcalfe,46932,60183
Kentucky,Monroe,47252,60183
Kentucky,Montgomery,53436,60183
Kentucky,Morgan,46018,60183
Kentucky,Muhlenberg,50935,60183
Kentucky,Nelson,66212,60183
Kentucky,Nicholas,57539,60183
Kentucky,Ohio,52474,60183
Kentucky,Oldham,117334,60183
Kentucky,Owen,56485,60183
Kentucky,Owsley,32844,60183
Kentucky,Pendleton,58723,60183
Kentucky,Perry,45330,60183
Kentucky,Pike,41271,60183
Kentucky,Powell,38415,60183
Kentucky,Pulaski,48768,60183
Kentucky,Robertson,53798,60183
Kentucky,Rockcastle,45693,60183
Kentucky,Rowan,50038,60183
Kentucky,Russell,48220,60183
Kentucky,Scott,80782,60183
Kentucky,Shelby,81012,60183
Kentucky,Simpson,55907,60183
Kentucky,Spencer,101118,60183
Kentucky,Taylor,63211,60183
Kentucky,Todd,57891,60183
Kentucky,Trigg,55864,60183
Kentucky,Trimble,66492,60183
Kentucky,Union,58260,60183
Kentucky,Warren,63074,60183
Kentucky,Washington,65456,60183
Kentucky,Wayne,41583,60183
Kentucky,Webster,55451,60183
Kentucky,Whitley,44332,60183
Kentucky,Wolfe,28666,60183
Kentucky,Woodford,78295,60183
Louisiana,Acadia Parish,44977,57852
Louisiana,Allen Parish,52755,57852
Louisiana,Ascension Parish,93800,57852
Louisiana,Assumption Parish,47023,57852
Louisiana,Avoyelles Parish,38696,57852
Louisiana,Beauregard Parish,68525,57852
Louisiana,Bienville Parish,34268,57852
Louisiana,Bossier Parish,64598,57852
Louisiana,Caddo Parish,47572,57852
Louisiana,Calcasieu Parish,64370,57852
Louisiana,Caldwell Parish,45707,57852
Louisiana,Cameron Parish,69847,57852
Louisiana,Catahoula Parish,48259,57852
Louisiana,Claiborne Parish,32034,57852
Louisiana,Concordia Parish,38929,57852
Louisiana,De Soto Parish,49807,57852
Louisiana,East Baton Rouge Parish,62083,57852
Louisiana,East Carroll Parish,30856,57852
Louisiana,East Feliciana Parish,64709,57852
Louisiana,Evangeline Parish,34526,57852
Louisiana,Franklin Parish,41129,57852
Louisiana,Grant Parish,57362,57852
Louisiana,Iberia Parish,55190,57852
Louisiana,Iberville Parish,59410,57852
Louisiana,Jackson Parish,40406,57852
Louisiana,Jefferson Parish,63257,57852
Louisiana,Jefferson Davis Parish,52470,57852
Louisiana,Lafayette Parish,66617,57852
Louisiana,Lafourche Parish,61381,57852
Louisiana,LaSalle Parish,59926,57852
Louisiana,Lincoln Parish,37001,57852
Louisiana,Livingston Parish,77978,57852
Louisiana,Madison Parish,34508,57852
Louisiana,Morehouse Parish,37875,57852
Louisiana,Natchitoches Parish,41310,57852
Louisiana,Orleans Parish,51116,57852
Louisiana,Ouachita Parish,49261,57852
Louisiana,Plaquemines Parish,77996,57852
Louisiana,Pointe Coupee Parish,53045,57852
Louisiana,Rapides Parish,55407,57852
Louisiana,Red River Parish,43821,57852
Louisiana,Richland Parish,48125,57852
Louisiana,Sabine Parish,40777,57852
Louisiana,St. Bernard Parish,55857,57852
Louisiana,St. Charles Parish,79191,57852
Louisiana,St. Helena Parish,46402,57852
Louisiana,St. James Parish,62946,57852
Louisiana,St. John the Baptist Parish,65114,57852
Louisiana,St. Landry Parish,44478,57852
Louisiana,St. Martin Parish,50806,57852
Louisiana,St. Mary Parish,47322,57852
Louisiana,St. Tammany Parish,76914,57852
Louisiana,Tangipahoa Parish,55274,57852
Louisiana,Tensas Parish,35653,57852
Louisiana,Terrebonne Parish,63088,57852
Louisiana,Union Parish,47068,57852
Louisiana,Vermilion Parish,56194,57852
Louisiana,Vernon Parish,56547,57852
Louisiana,Washington Parish,41803,57852
Louisiana,Webster Parish,34263,57852
Louisiana,West Baton Rouge Parish,80510,57852
Louisiana,West Carroll Parish,45035,57852
Louisiana,West Feliciana Parish,71985,57852
Louisiana,Winn Parish,44922,57852
Maine,Androscoggin,64500,68251
Maine,Aroostook,50843,68251
Maine,Cumberland,87710,68251
Maine,Franklin,56890,68251
Maine,Hancock,64149,68251
Maine,Kennebec,62118,68251
Maine,Knox,68904,68251
Maine,Lincoln,69638,68251
Maine,Oxford,54780,68251
Maine,Penobscot,59438,68251
Maine,Piscataquis,51805,68251
Maine,Sagadahoc,77591,68251
Maine,Somerset,53527,68251
Maine,Waldo,62694,68251
Maine,Washington,51669,68251
Maine,York,79743,68251
Maryland,Allegany,55248,98461
Maryland,Anne Arundel,116009,98461
Maryland,Baltimore,88157,98461
Maryland,Calvert,128078,98461
Maryland,Caroline,65326,98461
Maryland,Carroll,111672,98461
Maryland,Cecil,86869,98461
Maryland,Charles,116882,98461
Maryland,Dorchester,57490,98461
Maryland,Frederick,115724,98461
Maryland,Garrett,64447,98461
Maryland,Harford,106417,98461
Maryland,Howard,140971,98461
Maryland,Kent,71635,98461
Maryland,Montgomery,125583,98461
Maryland,Prince George's,97935,98461
Maryland,Queen Anne's,108332,98461
Maryland,St. Mary's,113668,98461
Maryland,Somerset,52149,98461
Maryland,Talbot,81667,98461
Maryland,Washington,73017,98461
Maryland,Wicomico,69421,98461
Maryland,Worcester,76689,98461
Maryland,Baltimore city,58349,98461
Massachusetts,Barnstable,90447,96505
Massachusetts,Berkshire,69744,96505
Massachusetts,Bristol,80628,96505
Massachusetts,Dukes,93225,96505
Massachusetts,Essex,94378,96505
Massachusetts,Franklin,70383,96505
Massachusetts,Hampden,66619,96505
Massachusetts,Hampshire,84025,96505
Massachusetts,Middlesex,121304,96505
Massachusetts,Nantucket,135590,96505
Massachusetts,Norfolk,120621,96505
Massachusetts,Plymouth,105387,96505
Massachusetts,Suffolk,87669,96505
Massachusetts,Worcester,88524,96505
Michigan,Alcona,50295,68505
Michigan,Alger,55528,68505
Michigan,Allegan,75543,68505
Michigan,Alpena,49133,68505
Michigan,Antrim,68850,68505
Michigan,Arenac,53487,68505
Michigan,Baraga,51911,68505
Michigan,Barry,75182,68505
Michigan,Bay,57887,68505
Michigan,Benzie,71327,68505
Michigan,Berrien,60379,68505
Michigan,Branch,60600,68505
Michigan,Calhoun,58191,68505
Michigan,Cass,65183,68505
Michigan,Charlevoix,69764,68505
Michigan,Cheboygan,59557,68505
Michigan,Chippewa,58408,68505
Michigan,Clare,47816,68505
Michigan,Clinton,82594,68505
Michigan,Crawford,57998,68505
Michigan,Delta,53852,68505
Michigan,Dickinson,59651,68505
Michigan,Eaton,77158,68505
Michigan,Emmet,69690,68505
Michigan,Genesee,58594,68505
Michigan,Gladwin,53717,68505
Michigan,Gogebic,47913,68505
Michigan,Grand Traverse,75553,68505
Michigan,Gratiot,57934,68505
Michigan,Hillsdale,59425,68505
Michigan,Houghton,52736,68505
Michigan,Huron,54475,68505
Michigan,Ingham,62548,68505
Michigan,Ionia,71720,68505
Michigan,Iosco,46224,68505
Michigan,Iron,52241,68505
Michigan,Isabella,52638,68505
Michigan,Jackson,62581,68505
Michigan,Kalamazoo,67905,68505
Michigan,Kalkaska,56380,68505
Michigan,Kent,76247,68505
Michigan,Keweenaw,55560,68505
Michigan,Lake,45946,68505
Michigan,Lapeer,75402,68505
Michigan,Leelanau,82345,68505
Michigan,Lenawee,65484,68505
Michigan,Livingston,96135,68505
Michigan,Luce,51015,68505
Michigan,Mackinac,60620,68505
Michigan,Macomb,73876,68505
Michigan,Manistee,59467,68505
Michigan,Marquette,63115,68505
Michigan,Mason,60744,68505
Michigan,Mecosta,54132,68505
Michigan,Menominee,54074,68505
Michigan,Midland,73643,68505
Michigan,Missaukee,57667,68505
Michigan,Monroe,72573,68505
Michigan,Montcalm,61250,68505
Michigan,Montmorency,46345,68505
Michigan,Muskegon,61347,68505
Michigan,Newaygo,59065,68505
Michigan,Oakland,92620,68505
Michigan,Oceana,60691,68505
Michigan,Ogemaw,50377,68505
Michigan,Ontonagon,48316,68505
Michigan,Osceola,54875,68505
Michigan,Oscoda,48692,68505
Michigan,Otsego,62865,68505
Michigan,Ottawa,83932,68505
Michigan,Presque Isle,55986,68505
Michigan,Roscommon,49898,68505
Michigan,Saginaw,56579,68505
Michigan,St. Clair,66887,68505
Michigan,St. Joseph,62281,68505
Michigan,Sanilac,55740,68505
Michigan,Schoolcraft,55071,68505
Michigan,Shiawassee,62498,68505
Michigan,Tuscola,59815,68505
Michigan,Van Buren,65531,68505
Michigan,Washtenaw,84245,68505
Michigan,Wayne,57223,68505
Michigan,Wexford,58652,68505
Minnesota,Aitkin,56406,84313
Minnesota,Anoka,95782,84313
Minnesota,Becker,68683,84313
Minnesota,Beltrami,62173,84313
Minnesota,Benton,70346,84313
Minnesota,Big Stone,63024,84313
Minnesota,Blue Earth,70906,84313
Minnesota,Brown,67038,84313
Minnesota,Carlton,74660,84313
Minnesota,Carver,116308,84313
Minnesota,Cass,61970,84313
Minnesota,Chippewa,62112,84313
Minnesota,Chisago,97446,84313
Minnesota,Clay,75006,84313
Minnesota,Clearwater,62723,84313
Minnesota,Cook,71937,84313
Minnesota,Cottonwood,63586,84313
Minnesota,Crow Wing,65975,84313
Minnesota,Dakota,101360,84313
Minnesota,Dodge,92890,84313
Minnesota,Douglas,72472,84313
Minnesota,Faribault,64000,84313
Minnesota,Fillmore,73234,84313
Minnesota,Freeborn,65679,84313
Minnesota,Goodhue,78338,84313
Minnesota,Grant,67600,84313
Minnesota,Hennepin,92595,84313
Minnesota,Houston,71580,84313
Minnesota,Hubbard,67197,84313
Minnesota,Isanti,84063,84313
Minnesota,Itasca,63962,84313
Minnesota,Jackson,68368,84313
Minnesota,Kanabec,68995,84313
Minnesota,Kandiyohi,73285,84313
Minnesota,Kittson,66000,84313
Minnesota,Koochiching,59779,84313
Minnesota,Lac qui Parle,66967,84313
Minnesota,Lake,73860,84313
Minnesota,Lake of the Woods,61667,84313
Minnesota,Le Sueur,87180,84313
Minnesota,Lincoln,64750,84313
Minnesota,Lyon,68919,84313
Minnesota,McLeod,73296,84313
Minnesota,Mahnomen,52739,84313
Minnesota,Marshall,69396,84313
Minnesota,Martin,61674,84313
Minnesota,Meeker,75926,84313
Minnesota,Mille Lacs,68088,84313
Minnesota,Morrison,66264,84313
Minnesota,Mower,66972,84313
Minnesota,Murray,71500,84313
Minnesota,Nicollet,79113,84313
Minnesota,Nobles,62973,84313
Minnesota,Norman,65278,84313
Minnesota,Olmsted,90420,84313
Minnesota,Otter Tail,67990,84313
Minnesota,Pennington,71504,84313
Minnesota,Pine,65059,84313
Minnesota,Pipestone,68341,84313
Minnesota,Polk,69540,84313
Minnesota,Pope,71212,84313
Minnesota,Ramsey,78108,84313
Minnesota,Red Lake,73889,84313
Minnesota,Redwood,65617,84313
Minnesota,Renville,66313,84313
Minnesota,Rice,78214,84313
Minnesota,Rock,75060,84313
Minnesota,Roseau,70122,84313
Minnesota,St. Louis,66491,84313
Minnesota,Scott,118268,84313
Minnesota,Sherburne,99431,84313
Minnesota,Sibley,74781,84313
Minnesota,Stearns,73105,84313
Minnesota,Steele,79722,84313
Minnesota,Stevens,69737,84313
Minnesota,Swift,58362,84313
Minnesota,Todd,63216,84313
Minnesota,Traverse,63456,84313
Minnesota,Wabasha,75063,84313
Minnesota,Wadena,54747,84313
Minnesota,Waseca,71856,84313
Minnesota,Washington,110828,84313
Minnesota,Watonwan,65197,84313
Minnesota,Wilkin,67114,84313
Minnesota,Winona,66162,84313
Minnesota,Wright,102980,84313
Minnesota,Yellow Medicine,70605,84313
Mississippi,Adams,37271,52985
Mississippi,Alcorn,47716,52985
Mississippi,Amite,34866,52985
Mississippi,Attala,42680,52985
Mississippi,Benton,38750,52985
Mississippi,Bolivar,37845,52985
Mississippi,Calhoun,44505,52985
Mississippi,Carroll,42285,52985
Mississippi,Chickasaw,40224,52985
Mississippi,Choctaw,41887,52985
Mississippi,Claiborne,34282,52985
Mississippi,Clarke,46329,52985
Mississippi,Clay,37412,52985
Mississippi,Coahoma,36075,52985
Mississippi,Copiah,46889,52985
Mississippi,Covington,40164,52985
Mississippi,DeSoto,79666,52985
Mississippi,Forrest,49340,52985
Mississippi,Franklin,43942,52985
Mississippi,George,51349,52985
Mississippi,Greene,50000,52985
Mississippi,Grenada,45745,52985
Mississippi,Hancock,63623,52985
Mississippi,Harrison,55211,52985
Mississippi,Hinds,48596,52985
Mississippi,Holmes,28818,52985
Mississippi,Humphreys,31907,52985
Mississippi,Issaquena,17900,52985
Mississippi,Itawamba,57252,52985
Mississippi,Jackson,60045,52985
Mississippi,Jasper,43914,52985
Mississippi,Jefferson,31544,52985
Mississippi,Jefferson Davis,36473,52985
Mississippi,Jones,49451,52985
Mississippi,Kemper,42947,52985
Mississippi,Lafayette,59748,52985
Mississippi,Lamar,67972,52985
Mississippi,Lauderdale,45649,52985
Mississippi,Lawrence,41096,52985
Mississippi,Leake,46669,52985
Mississippi,Lee,64479,52985
Mississippi,Leflore,33115,52985
Mississippi,Lincoln,47069,52985
Mississippi,Lowndes,53687,52985
Mississippi,Madison,79105,52985
Mississippi,Marion,38399,52985
Mississippi,Marshall,51431,52985
Mississippi,Monroe,51190,52985
Mississippi,Montgomery,36845,52985
Mississippi,Neshoba,47400,52985
Mississippi,Newton,49160,52985
Mississippi,Noxubee,42298,52985
Mississippi,Oktibbeha,42953,52985
Mississippi,Panola,47894,52985
Mississippi,Pearl River,54220,52985
Mississippi,Perry,48333,52985
Mississippi,Pike,40131,52985
Mississippi,Pontotoc,54414,52985
Mississippi,Prentiss,51578,52985
Mississippi,Quitman,31192,52985
Mississippi,Rankin,76460,52985
Mississippi,Scott,44968,52985
Mississippi,Sharkey,41000,52985
Mississippi,Simpson,50867,52985
Mississippi,Smith,51983,52985
Mississippi,Stone,55894,52985
Mississippi,Sunflower,37403,52985
Mississippi,Tallahatchie,35428,52985
Mississippi,Tate,61286,52985
Mississippi,Tippah,47968,52985
Mississippi,Tishomingo,45545,52985
Mississippi,Tunica,41676,52985
Mississippi,Union,55970,52985
Mississippi,Walthall,37145,52985
Mississippi,Warren,54117,52985
Mississippi,Washington,38394,52985
Mississippi,Wayne,34875,52985
Mississippi,Webster,55657,52985
Mississippi,Wilkinson,34928,52985
Mississippi,Winston,45516,52985
Mississippi,Yalobusha,47006,52985
Mississippi,Yazoo,41867,52985
Missouri,Adair,51020,65920
Missouri,Andrew,68774,65920
Missouri,Atchison,58521,65920
Missouri,Audrain,51745,65920
Missouri,Barry,55592,65920
Missouri,Barton,48105,65920
Missouri,Bates,54122,65920
Missouri,Benton,50229,65920
Missouri,Bollinger,52306,65920
Missouri,Boone,66564,65920
Missouri,Buchanan,58303,65920
Missouri,Butler,47245,65920
Missouri,Caldwell,58269,65920
Missouri,Callaway,70599,65920
Missouri,Camden,59834,65920
Missouri,Cape Girardeau,65070,65920
Missouri,Carroll,59101,65920
Missouri,Carter,45737,65920
Missouri,Cass,82473,65920
Missouri,Cedar,43589,65920
Missouri,Chariton,61910,65920
Missouri,Christian,75787,65920
Missouri,Clark,53362,65920
Missouri,Clay,82264,65920
Missouri,Clinton,66494,65920
Missouri,Cole,70667,65920
Missouri,Cooper,62239,65920
Missouri,Crawford,52367,65920
Missouri,Dade,46806,65920
Missouri,Dallas,46547,65920
Missouri,Daviess,59706,65920
Missouri,DeKalb,67910,65920
Missouri,Dent,51410,65920
Missouri,Douglas,47848,65920
Missouri,Dunklin,44868,65920
Missouri,Franklin,70111,65920
Missouri,Gasconade,62638,65920
Missouri,Gentry,53799,65920
Missouri,Greene,54968,65920
Missouri,Grundy,51045,65920
Missouri,Harrison,51809,65920
Missouri,Henry,54903,65920
Missouri,Hickory,33302,65920
Missouri,Holt,55153,65920
Missouri,Howard,59023,65920
Missouri,Howell,46401,65920
Missouri,Iron,53401,65920
Missouri,Jackson,65169,65920
Missouri,Jasper,54963,65920
Missouri,Jefferson,77217,65920
Missouri,Johnson,62503,65920
Missouri,Knox,49167,65920
Missouri,Laclede,49202,65920
Missouri,Lafayette,78397,65920
Missouri,Lawrence,52225,65920
Missouri,Lewis,49779,65920
Missouri,Lincoln,82543,65920
Missouri,Linn,58435,65920
Missouri,Livingston,58772,65920
Missouri,McDonald,46494,65920
Missouri,Macon,54113,65920
Missouri,Madison,54042,65920
Missouri,Maries,56491,65920
Missouri,Marion,62492,65920
Missouri,Mercer,55592,65920
Missouri,Miller,53490,65920
Missouri,Mississippi,40833,65920
Missouri,Moniteau,66792,65920
Missouri,Monroe,50245,65920
Missouri,Montgomery,58660,65920
Missouri,Morgan,48841,65920
Missouri,New Madrid,44092,65920
Missouri,Newton,60313,65920
Missouri,Nodaway,53917,65920
Missouri,Oregon,41365,65920
Missouri,Osage,70313,65920
Missouri,Ozark,39125,65920
Missouri,Pemiscot,37426,65920
Missouri,Perry,61486,65920
Missouri,Pettis,57581,65920
Missouri,Phelps,53242,65920
Missouri,Pike,53363,65920
Missouri,Platte,92543,65920
Missouri,Polk,54487,65920
Missouri,Pulaski,62541,65920
Missouri,Putnam,50950,65920
Missouri,Ralls,62615,65920
Missouri,Randolph,51480,65920
Missouri,Ray,69779,65920
Missouri,Reynolds,43856,65920
Missouri,Ripley,42541,65920
Missouri,St. Charles,99596,65920
Missouri,St. Clair,43483,65920
Missouri,Ste. Genevieve,61215,65920
Missouri,St. Francois,53083,65920
Missouri,St. Louis,78067,65920
Missouri,Saline,55396,65920
Missouri,Schuyler,53728,65920
Missouri,Scotland,58656,65920
Missouri,Scott,54621,65920
Missouri,Shannon,46767,65920
Missouri,Shelby,50387,65920
Missouri,Stoddard,51703,65920
Missouri,Stone,58392,65920
Missouri,Sullivan,53438,65920
Missouri,Taney,54467,65920
Missouri,Texas,42870,65920
Missouri,Vernon,53318,65920
Missouri,Warren,75531,65920
Missouri,Washington,49364,65920
Missouri,Wayne,42758,65920
Missouri,Webster,65103,65920
Missouri,Worth,43536,65920
Missouri,Wright,43573,65920
Missouri,St. Louis city,52941,65920
Montana,Beaverhead,55867,66341
Montana,Big Horn,52463,66341
Montana,Blaine,58507,66341
Montana,Broadwater,61679,66341
Montana,Carbon,66780,66341
Montana,Carter,46486,66341
Montana,Cascade,61351,66341
Montana,Chouteau,51791,66341
Montana,Custer,61114,66341
Montana,Daniels,47378,66341
Montana,Dawson,68168,66341
Montana,Deer Lodge,46436,66341
Montana,Fallon,79750,66341
Montana,Fergus,58321,66341
Montana,Flathead,68025,66341
Montana,Gallatin,83434,66341
Montana,Garfield,61786,66341
Montana,Glacier,41078,66341
Montana,Golden Valley,54792,66341
Montana,Granite,53917,66341
Montana,Hill,58427,66341
Montana,Jefferson,73875,66341
Montana,Judith Basin,58750,66341
Montana,Lake,58009,66341
Montana,Lewis and Clark,71967,66341
Montana,Liberty,48047,66341
Montana,Lincoln,44593,66341
Montana,McCone,79022,66341
Montana,Madison,61226,66341
Montana,Meagher,55753,66341
Montana,Mineral,56098,66341
Montana,Missoula,66840,66341
Montana,Musselshell,54875,66341
Montana,Park,67602,66341
Montana,Petroleum,57981,66341
Montana,Phillips,61250,66341
Montana,Pondera,59861,66341
Montana,Powder River,60313,66341
Montana,Powell,60994,66341
Montana,Prairie,44107,66341
Montana,Ravalli,67424,66341
Montana,Richland,67515,66341
Montana,Roosevelt,51038,66341
Montana,Rosebud,57656,66341
Montana,Sanders,47110,66341
Montana,Sheridan,67457,66341
Montana,Silver Bow,56297,66341
Montana,Stillwater,78380,66341
Montana,Sweet Grass,64872,66341
Montana,Teton,65224,66341
Montana,Toole,54040,66341
Montana,Treasure,70096,66341
Montana,Valley,59725,66341
Montana,Wheatland,48272,66341
Montana,Wibaux,58750,66341
Montana,Yellowstone,72300,66341
Nebraska,Adams,61502,71722
Nebraska,Antelope,61924,71722
Nebraska,Arthur,66667,71722
Nebraska,Banner,62375,71722
Nebraska,Blaine,52083,71722
Nebraska,Boone,66800,71722
Nebraska,Box Butte,67893,71722
Nebraska,Boyd,57120,71722
Nebraska,Brown,44267,71722
Nebraska,Buffalo,70093,71722
Nebraska,Burt,54950,71722
Nebraska,Butler,75690,71722
Nebraska,Cass,87673,71722
Nebraska,Cedar,72035,71722
Nebraska,Chase,57313,71722
Nebraska,Cherry,62373,71722
Nebraska,Cheyenne,54038,71722
Nebraska,Clay,73933,71722
Nebraska,Colfax,71205,71722
Nebraska,Cuming,68917,71722
Nebraska,Custer,62288,71722
Nebraska,Dakota,66112,71722
Nebraska,Dawes,53760,71722
Nebraska,Dawson,67462,71722
Nebraska,Deuel,58875,71722
Nebraska,Dixon,60568,71722
Nebraska,Dodge,66793,71722
Nebraska,Douglas,76083,71722
Nebraska,Dundy,58977,71722
Nebraska,Fillmore,72335,71722
Nebraska,Franklin,55625,71722
Nebraska,Frontier,62928,71722
Nebraska,Furnas,58895,71722
Nebraska,Gage,60035,71722
Nebraska,Garden,47139,71722
Nebraska,Garfield,64957,71722
Nebraska,Gosper,76583,71722
