State,County,County Median Household Income,State Median Household Income
Alaska,Denali Borough,87292,86370
Alaska,Dillingham Census Area,69412,86370
Alaska,Fairbanks North Star Borough,81655,86370
Alaska,Haines Borough,68276,86370
Alaska,Hoonah-Angoon Census Area,62344,86370
Alaska,Juneau City and Borough,95711,86370
Alaska,Kenai Peninsula Borough,76272,86370
Alaska,Ketchikan Gateway Borough,82763,86370
Alaska,Kodiak Island Borough,91138,86370
Alaska,Kusilvak Census Area,42663,86370
Alaska,Lake and Peninsula Borough,61607,86370
Alaska,Matanuska-Susitna Borough,86435,86370
Alaska,Nome Census Area,70121,86370
Alaska,North Slope Borough,83472,86370
Alaska,Northwest Arctic Borough,77647,86370
Alaska,Petersburg Borough,77826,86370
Alaska,Prince of Wales-Hyder Census Area,61779,86370
Alaska,Sitka City and Borough,95261,86370
Alaska,Skagway Municipality,79583,86370
Alaska,Southeast Fairbanks Census Area,75378,86370
Alaska,Wrangell City and Borough,61000,86370
Alaska,Yakutat City and Borough,76875,86370
Alaska,Yukon-Koyukuk Census Area,47826,86370
Arizona,Apache,37483,72581
Arizona,Cochise,58421,72581
Arizona,Coconino,67266,72581
Arizona,Gila,55242,72581
Arizona,Graham,64089,72581
Arizona,Greenlee,73756,72581
Arizona,La Paz,46634,72581
Arizona,Maricopa,80675,72581
Arizona,Mohave,53592,72581
Arizona,Navajo,50335,72581
Arizona,Pima,64323,72581
Arizona,Pinal,73313,72581
Arizona,Santa Cruz,51885,72581
Arizona,Yavapai,62430,72581
Arizona,Yuma,56439,72581
Arkansas,Arkansas,58695,56335
Arkansas,Ashley,44804,56335
Arkansas,Baxter,47403,56335
Arkansas,Benton,85269,56335
Arkansas,Boone,52275,56335
Arkansas,Bradley,43688,56335
Arkansas,Calhoun,60237,56335
Arkansas,Carroll,56826,56335
Arkansas,Chicot,36593,56335
Arkansas,Clark,48071,56335
Arkansas,Clay,44685,56335
Arkansas,Cleburne,52780,56335
Arkansas,Cleveland,48913,56335
Arkansas,Columbia,47441,56335
Arkansas,Conway,50282,56335
Arkansas,Craighead,55169,56335
Arkansas,Crawford,56702,56335
Arkansas,Crittenden,51860,56335
Arkansas,Cross,48129,56335
Arkansas,Dallas,40085,56335
Arkansas,Desha,38067,56335
Arkansas,Drew,44968,56335
Arkansas,Faulkner,61273,56335
Arkansas,Franklin,47695,56335
Arkansas,Fulton,38917,56335
Arkansas,Garland,54229,56335
Arkansas,Grant,68598,56335
Arkansas,Greene,54879,56335
Arkansas,Hempstead,45049,56335
Arkansas,Hot Spring,50260,56335
Arkansas,Howard,44824,56335
Arkansas,Independence,52361,56335
Arkansas,Izard,46159,56335
Arkansas,Jackson,41929,56335
Arkansas,Jefferson,46855,56335
Arkansas,Johnson,42470,56335
Arkansas,Lafayette,40262,56335
Arkansas,Lawrence,43606,56335
Arkansas,Lee,33801,56335
Arkansas,Lincoln,50526,56335
Arkansas,Little River,58627,56335
Arkansas,Logan,51131,56335
Arkansas,Lonoke,68078,56335
Arkansas,Madison,51514,56335
Arkansas,Marion,42891,56335
Arkansas,Miller,47613,56335
Arkansas,Mississippi,50012,56335
Arkansas,Monroe,41786,56335
Arkansas,Montgomery,47103,56335
Arkansas,Nevada,43421,56335
Arkansas,Newton,50699,56335
Arkansas,Ouachita,47348,56335
Arkansas,Perry,53980,56335
Arkansas,Phillips,37458,56335
Arkansas,Pike,49248,56335
Arkansas,Poinsett,43440,56335
Arkansas,Polk,48449,56335
Arkansas,Pope,51678,56335
Arkansas,Prairie,47045,56335
Arkansas,Pulaski,58326,56335
Arkansas,Randolph,45993,56335
Arkansas,St. Francis,39822,56335
Arkansas,Saline,73236,56335
Arkansas,Scott,45340,56335
Arkansas,Searcy,42063,56335
Arkansas,Sebastian,54047,56335
Arkansas,Sevier,53567,56335
Arkansas,Sharp,43332,56335
Arkansas,Stone,37664,56335
Arkansas,Union,49745,56335
Arkansas,Van Buren,45768,56335
Arkansas,Washington,61985,56335
Arkansas,White,51144,56335
Arkansas,Woodruff,49608,56335
Arkansas,Yell,55879,56335
California,Alameda,122488,91905
California,Alpine,101125,91905
California,Amador,74853,91905
California,Butte,66085,91905
California,Calaveras,77526,91905
California,Colusa,69619,91905
California,Contra Costa,120020,91905
California,Del Norte,61149,91905
California,El Dorado,99246,91905
California,Fresno,67756,91905
California,Glenn,64033,91905
California,Humboldt,57881,91905
California,Imperial,53847,91905
California,Inyo,63417,91905
California,Kern,63883,91905
California,Kings,68540,91905
California,Lake,56259,91905
California,Lassen,59515,91905
California,Los Angeles,83411,91905
California,Madera,73543,91905
California,Marin,142019,91905
California,Mariposa,60021,91905
California,Mendocino,61335,91905
California,Merced,64772,91905
California,Modoc,54962,91905
California,Mono,82038,91905
California,Monterey,91043,91905
California,Napa,105809,91905
California,Nevada,79395,91905
California,Orange,109361,91905
California,Placer,109375,91905
California,Plumas,67885,91905
California,Riverside,84505,91905
California,Sacramento,84010,91905
California,San Benito,104451,91905
California,San Bernardino,77423,91905
California,San Diego,96974,91905
California,San Francisco,136689,91905
California,San Joaquin,82837,91905
California,San Luis Obispo,90158,91905
California,San Mateo,149907,91905
California,Santa Barbara,92332,91905
California,Santa Clara,153792,91905
California,Santa Cruz,104409,91905
California,Shasta,68347,91905
California,Sierra,61108,91905
California,Siskiyou,53898,91905
California,Solano,97037,91905
California,Sonoma,99266,91905
California,Stanislaus,74872,91905
California,Sutter,72654,91905
California,Tehama,59029,91905
California,Trinity,47317,91905
California,Tulare,64474,91905
California,Tuolumne,70432,91905
California,Ventura,102141,91905
California,Yolo,85097,91905
California,Yuba,66693,91905
Colorado,Adams,86297,87598
Colorado,Alamosa,52271,87598
Colorado,Arapahoe,92292,87598
Colorado,Archuleta,66813,87598
Colorado,Baca,42115,87598
Colorado,Bent,45776,87598
Colorado,Boulder,99770,87598
Colorado,Broomfield,117541,87598
Colorado,Chaffee,65703,87598
Colorado,Cheyenne,65577,87598
Colorado,Clear Creek,87169,87598
Colorado,Conejos,44093,87598
Colorado,Costilla,34578,87598
Colorado,Crowley,40685,87598
Colorado,Custer,66250,87598
Colorado,Delta,56349,87598
Colorado,Denver,85853,87598
Colorado,Dolores,64708,87598
Colorado,Douglas,139010,87598
Colorado,Eagle,98887,87598
Colorado,Elbert,124360,87598
Colorado,El Paso,82748,87598
Colorado,Fremont,56165,87598
Colorado,Garfield,82772,87598
Colorado,Gilpin,95902,87598
Colorado,Grand,79367,87598
Colorado,Gunnison,76538,87598
Colorado,Hinsdale,58712,87598
Colorado,Huerfano,49631,87598
Colorado,Jackson,38686,87598
Colorado,Jefferson,103167,87598
Colorado,Kiowa,45250,87598
Colorado,Kit Carson,58992,87598
Colorado,Lake,78942,87598
Colorado,La Plata,81936,87598
Colorado,Larimer,87199,87598
Colorado,Las Animas,48965,87598
Colorado,Lincoln,59167,87598
Colorado,Logan,54864,87598
Colorado,Mesa,68077,87598
Colorado,Mineral,58929,87598
Colorado,Moffat,63983,87598
Colorado,Montezuma,61377,87598
Colorado,Montrose,62817,87598
Colorado,Morgan,70471,87598
Colorado,Otero,47500,87598
Colorado,Ouray,78750,87598
Colorado,Park,85019,87598
Colorado,Phillips,58474,87598
Colorado,Pitkin,96123,87598
Colorado,Prowers,49422,87598
Colorado,Pueblo,59436,87598
Colorado,Rio Blanco,69882,87598
Colorado,Rio Grande,57591,87598
Colorado,Routt,95144,87598
Colorado,Saguache,51946,87598
Colorado,San Juan,67344,87598
Colorado,San Miguel,72829,87598
Colorado,Sedgwick,45855,87598
Colorado,Summit,100611,87598
Colorado,Teller,69655,87598
Colorado,Washington,59087,87598
Colorado,Weld,89182,87598
Colorado,Yuma,60118,87598
Connecticut,Capitol Planning Region,88190,90213
Connecticut,Greater Bridgeport Planning Region,83147,90213
Connecticut,Lower Connecticut River Valley Planning Region,99742,90213
Connecticut,Naugatuck Valley Planning Region,82939,90213
Connecticut,Northeastern Connecticut Planning Region,83119,90213
Connecticut,Northwest Hills Planning Region,87971,90213
Connecticut,South Central Connecticut Planning Region,83617,90213
Connecticut,Southeastern Connecticut Planning Region,80330,90213
Connecticut,Western Connecticut Planning Region,118930,90213
Delaware,Kent,69278,79325
Delaware,New Castle,85309,79325
Delaware,Sussex,75406,79325
District of Columbia,District of Columbia,101722,101722
Florida,Alachua,57566,67917
Florida,Baker,67872,67917
Florida,Bay,65999,67917
Florida,Bradford,54759,67917
Florida,Brevard,71308,67917
Florida,Broward,70331,67917
Florida,Calhoun,41526,67917
Florida,Charlotte,62164,67917
Florida,Citrus,52569,67917
Florida,Clay,82242,67917
Florida,Collier,82011,67917
Florida,Columbia,53501,67917
Florida,DeSoto,45000,67917
Florida,Dixie,45057,67917
Florida,Duval,65579,67917
Florida,Escambia,61642,67917
Florida,Flagler,69251,67917
Florida,Franklin,58107,67917
Florida,Gadsden,45721,67917
Florida,Gilchrist,56823,67917
Florida,Glades,37221,67917
Florida,Gulf,56250,67917
Florida,Hamilton,47668,67917
Florida,Hardee,44665,67917
Florida,Hendry,49259,67917
Florida,Hernando,59202,67917
Florida,Highlands,53679,67917
Florida,Hillsborough,70612,67917
Florida,Holmes,46063,67917
Florida,Indian River,67543,67917
Florida,Jackson,46144,67917
Florida,Jefferson,51573,67917
Florida,Lafayette,57852,67917
Florida,Lake,66239,67917
Florida,Lee,69368,67917
Florida,Leon,61317,67917
Florida,Levy,49933,67917
Florida,Liberty,51723,67917
Florida,Madison,43386,67917
Florida,Manatee,71385,67917
Florida,Marion,55265,67917
Florida,Martin,77894,67917
Florida,Miami-Dade,64215,67917
Florida,Monroe,80111,67917
Florida,Nassau,84085,67917
Florida,Okaloosa,73988,67917
Florida,Okeechobee,50476,67917
Florida,Orange,72629,67917
Florida,Osceola,64312,67917
Florida,Palm Beach,76066,67917
Florida,Pasco,63187,67917
Florida,Pinellas,66406,67917
Florida,Polk,60901,67917
Florida,Putnam,44852,67917
Florida,St. Johns,100020,67917
Florida,St. Lucie,66154,67917
Florida,Santa Rosa,84715,67917
Florida,Sarasota,77213,67917
Florida,Seminole,79490,67917
Florida,Sumter,70105,67917
Florida,Suwannee,49729,67917
Florida,Taylor,46239,67917
Florida,Union,64043,67917
Florida,Volusia,63075,67917
Florida,Wakulla,72035,67917
Florida,Walton,74832,67917
Florida,Washington,47536,67917
Georgia,Appling,43268,71355
Georgia,Atkinson,38007,71355
Georgia,Bacon,43938,71355
Georgia,Baker,45417,71355
Georgia,Baldwin,54699,71355
Georgia,Banks,69096,71355
Georgia,Barrow,75053,71355
Georgia,Bartow,74812,71355
Georgia,Ben Hill,38255,71355
Georgia,Berrien,48670,71355
Georgia,Bibb,48897,71355
Georgia,Bleckley,56021,71355
Georgia,Brantley,40166,71355
Georgia,Brooks,42263,71355
Georgia,Bryan,90627,71355
Georgia,Bulloch,53675,71355
Georgia,Burke,50321,71355
Georgia,Butts,60076,71355
Georgia,Calhoun,48663,71355
Georgia,Camden,68104,71355
Georgia,Candler,45519,71355
Georgia,Carroll,66895,71355
Georgia,Catoosa,68896,71355
Georgia,Charlton,45770,71355
Georgia,Chatham,66171,71355
Georgia,Chattahoochee,52943,71355
Georgia,Chattooga,43556,71355
Georgia,Cherokee,100824,71355
Georgia,Clarke,48692,71355
Georgia,Clay,43264,71355
Georgia,Clayton,56207,71355
Georgia,Clinch,53350,71355
Georgia,Cobb,94244,71355
Georgia,Coffee,48398,71355
Georgia,Colquitt,47235,71355
Georgia,Columbia,92571,71355
Georgia,Cook,46706,71355
Georgia,Coweta,90031,71355
Georgia,Crawford,56948,71355
Georgia,Crisp,47463,71355
Georgia,Dade,59531,71355
Georgia,Dawson,84516,71355
Georgia,Decatur,47383,71355
Georgia,DeKalb,76044,71355
Georgia,Dodge,46091,71355
Georgia,Dooly,54109,71355
Georgia,Dougherty,45640,71355
Georgia,Douglas,76930,71355
Georgia,Early,48355,71355
Georgia,Echols,61184,71355
Georgia,Effingham,79474,71355
Georgia,Elbert,48190,71355
Georgia,Emanuel,47905,71355
Georgia,Evans,55222,71355
Georgia,Fannin,54857,71355
Georgia,Fayette,105910,71355
Georgia,Floyd,57868,71355
Georgia,Forsyth,131660,71355
Georgia,Franklin,52597,71355
Georgia,Fulton,86267,71355
Georgia,Gilmer,70334,71355
Georgia,Glascock,60469,71355
Georgia,Glynn,65970,71355
Georgia,Gordon,57555,71355
Georgia,Grady,51929,71355
Georgia,Greene,77527,71355
Georgia,Gwinnett,82296,71355
Georgia,Habersham,61292,71355
Georgia,Hall,74153,71355
Georgia,Hancock,31767,71355
Georgia,Haralson,65940,71355
Georgia,Harris,85936,71355
Georgia,Hart,61765,71355
Georgia,Heard,62965,71355
Georgia,Henry,79663,71355
Georgia,Houston,76968,71355
Georgia,Irwin,46383,71355
Georgia,Jackson,82056,71355
Georgia,Jasper,57374,71355
Georgia,Jeff Davis,41780,71355
Georgia,Jefferson,46865,71355
Georgia,Jenkins,31463,71355
Georgia,Johnson,47796,71355
Georgia,Jones,66288,71355
Georgia,Lamar,64966,71355
Georgia,Lanier,39971,71355
Georgia,Laurens,46776,71355
Georgia,Lee,83632,71355
Georgia,Liberty,55149,71355
Georgia,Lincoln,50754,71355
Georgia,Long,56819,71355
Georgia,Lowndes,52821,71355
Georgia,Lumpkin,67592,71355
Georgia,McDuffie,54752,71355
Georgia,McIntosh,51262,71355
Georgia,Macon,33960,71355
Georgia,Madison,53626,71355
Georgia,Marion,48836,71355
Georgia,Meriwether,52392,71355
Georgia,Miller,52132,71355
Georgia,Mitchell,45966,71355
Georgia,Monroe,74867,71355
Georgia,Montgomery,49138,71355
Georgia,Morgan,81524,71355
Georgia,Murray,60617,71355
Georgia,Muscogee,54561,71355
Georgia,Newton,70732,71355
Georgia,Oconee,116221,71355
Georgia,Oglethorpe,66672,71355
Georgia,Paulding,89237,71355
Georgia,Peach,60940,71355
Georgia,Pickens,72558,71355
Georgia,Pierce,54861,71355
Georgia,Pike,83866,71355
Georgia,Polk,51956,71355
Georgia,Pulaski,42545,71355
Georgia,Putnam,60825,71355
Georgia,Quitman,38889,71355
Georgia,Rabun,57261,71355
Georgia,Randolph,24638,71355
Georgia,Richmond,50605,71355
Georgia,Rockdale,68999,71355
Georgia,Schley,53274,71355
Georgia,Screven,49941,71355
Georgia,Seminole,46063,71355
Georgia,Spalding,57367,71355
Georgia,Stephens,52901,71355
Georgia,Stewart,43094,71355
Georgia,Sumter,38899,71355
Georgia,Talbot,48065,71355
Georgia,Taliaferro,45881,71355
Georgia,Tattnall,51868,71355
Georgia,Taylor,40727,71355
Georgia,Telfair,41801,71355
Georgia,Terrell,43507,71355
Georgia,Thomas,55958,71355
Georgia,Tift,52561,71355
Georgia,Toombs,47310,71355
Georgia,Towns,55574,71355
Georgia,Treutlen,38641,71355
Georgia,Troup,53599,71355
Georgia,Turner,39666,71355
Georgia,Twiggs,50446,71355
Georgia,Union,59783,71355
Georgia,Upson,48740,71355
Georgia,Walker,52276,71355
Georgia,Walton,79425,71355
Georgia,Ware,44138,71355
Georgia,Warren,45091,71355
Georgia,Washington,43810,71355
Georgia,Wayne,49847,71355
Georgia,Webster,35000,71355
Georgia,Wheeler,36354,71355
Georgia,White,66256,71355
Georgia,Whitfield,59659,71355
Georgia,Wilcox,46759,71355
Georgia,Wilkes,51780,71355
Georgia,Wilkinson,40757,71355
Georgia,Worth,56496,71355
Hawaii,Hawaii,74238,94814
Hawaii,Honolulu,99816,94814
Hawaii,Kalawao,87813,94814
Hawaii,Kauai,88869,94814
Hawaii,Maui,95379,94814
Idaho,Ada,83881,70214
Idaho,Adams,55891,70214
Idaho,Bannock,60998,70214
Idaho,Bear Lake,63244,70214
Idaho,Benewah,54191,70214
Idaho,Bingham,69433,70214
Idaho,Blaine,81794,70214
Idaho,Boise,70776,70214
Idaho,Bonner,61816,70214
Idaho,Bonneville,73103,70214
Idaho,Boundary,58810,70214
Idaho,Butte,37358,70214
Idaho,Camas,63750,70214
Idaho,Canyon,68473,70214
Idaho,Caribou,65380,70214
Idaho,Cassia,63525,70214
Idaho,Clark,53500,70214
Idaho,Clearwater,55885,70214
Idaho,Custer,60357,70214
Idaho,Elmore,55000,70214
Idaho,Franklin,61679,70214
Idaho,Fremont,67015,70214
Idaho,Gem,65204,70214
Idaho,Gooding,60938,70214
Idaho,Idaho,54745,70214
Idaho,Jefferson,77491,70214
Idaho,Jerome,67347,70214
Idaho,Kootenai,71949,70214
Idaho,Latah,62258,70214
Idaho,Lemhi,49216,70214
Idaho,Lewis,46484,70214
Idaho,Lincoln,62250,70214
Idaho,Madison,53025,70214
Idaho,Minidoka,63594,70214
Idaho,Nez Perce,65023,70214
Idaho,Oneida,67383,70214
Idaho,Owyhee,58440,70214
Idaho,Payette,62721,70214
Idaho,Power,56671,70214
Idaho,Shoshone,44807,70214
Idaho,Teton,88906,70214
Idaho,Twin Falls,61183,70214
Idaho,Valley,72878,70214
Idaho,Washington,50046,70214
Illinois,Adams,63767,78433
Illinois,Alexander,40365,78433
Illinois,Bond,58617,78433
Illinois,Boone,80502,78433
Illinois,Brown,64760,78433
Illinois,Bureau,64165,78433
Illinois,Calhoun,88059,78433
Illinois,Carroll,61539,78433
Illinois,Cass,64826,78433
Illinois,Champaign,61090,78433
Illinois,Christian,56933,78433
Illinois,Clark,65874,78433
Illinois,Clay,58028,78433
Illinois,Clinton,78054,78433
Illinois,Coles,53732,78433
Illinois,Cook,78304,78433
Illinois,Crawford,64163,78433
Illinois,Cumberland,71274,78433
Illinois,DeKalb,68617,78433
Illinois,De Witt,61823,78433
Illinois,Douglas,67177,78433
Illinois,DuPage,107035,78433
Illinois,Edgar,56687,78433
Illinois,Edwards,60784,78433
Illinois,Effingham,73181,78433
Illinois,Fayette,51962,78433
Illinois,Ford,58930,78433
Illinois,Franklin,51031,78433
Illinois,Fulton,57223,78433
Illinois,Gallatin,51868,78433
Illinois,Greene,58900,78433
Illinois,Grundy,89993,78433
Illinois,Hamilton,60574,78433
Illinois,Hancock,61026,78433
Illinois,Hardin,53026,78433
Illinois,Henderson,64946,78433
Illinois,Henry,66313,78433
Illinois,Iroquois,62866,78433
Illinois,Jackson,44847,78433
Illinois,Jasper,67429,78433
Illinois,Jefferson,58384,78433
Illinois,Jersey,77607,78433
Illinois,Jo Daviess,67729,78433
Illinois,Johnson,63295,78433
Illinois,Kane,96400,78433
Illinois,Kankakee,65489,78433
Illinois,Kendall,106358,78433
Illinois,Knox,50263,78433
Illinois,Lake,104553,78433
Illinois,LaSalle,67942,78433
Illinois,Lawrence,55811,78433
Illinois,Lee,64588,78433
Illinois,Livingston,68175,78433
Illinois,Logan,62547,78433
Illinois,McDonough,48904,78433
Illinois,McHenry,100101,78433
Illinois,McLean,75356,78433
Illinois,Macon,59622,78433
Illinois,Macoupin,64706,78433
Illinois,Madison,71759,78433
Illinois,Marion,59099,78433
Illinois,Marshall,64940,78433
Illinois,Mason,58479,78433
Illinois,Massac,57365,78433
Illinois,Menard,84846,78433
Illinois,Mercer,67028,78433
Illinois,Monroe,100685,78433
Illinois,Montgomery,61796,78433
Illinois,Morgan,61188,78433
Illinois,Moultrie,72833,78433
Illinois,Ogle,75782,78433
Illinois,Peoria,63409,78433
Illinois,Perry,56338,78433
Illinois,Piatt,81151,78433
Illinois,Pike,55514,78433
Illinois,Pope,57582,78433
Illinois,Pulaski,41038,78433
Illinois,Putnam,75726,78433
Illinois,Randolph,63860,78433
Illinois,Richland,61607,78433
Illinois,Rock Island,64435,78433
Illinois,St. Clair,68915,78433
Illinois,Saline,51710,78433
Illinois,Sangamon,71653,78433
Illinois,Schuyler,63737,78433
Illinois,Scott,70500,78433
Illinois,Shelby,65585,78433
Illinois,Stark,58125,78433
Illinois,Stephenson,57527,78433
Illinois,Tazewell,74606,78433
Illinois,Union,54090,78433
Illinois,Vermilion,52787,78433
Illinois,Wabash,54074,78433
Illinois,Warren,62700,78433
Illinois,Washington,75111,78433
Illinois,Wayne,53522,78433
Illinois,White,54605,78433
Illinois,Whiteside,62828,78433
Illinois,Will,103678,78433
Illinois,Williamson,60325,78433
Illinois,Winnebago,61738,78433
Illinois,Woodford,80093,78433
Indiana,Adams,61731,67173
Indiana,Allen,66222,67173
Indiana,Bartholomew,76912,67173
Indiana,Benton,58620,67173
Indiana,Blackford,51108,67173
Indiana,Boone,103038,67173
Indiana,Brown,73933,67173
Indiana,Carroll,61464,67173
Indiana,Cass,55862,67173
Indiana,Clark,69005,67173
Indiana,Clay,68364,67173
Indiana,Clinton,59515,67173
Indiana,Crawford,46706,67173
Indiana,Daviess,64113,67173
Indiana,Dearborn,80352,67173
Indiana,Decatur,71566,67173
Indiana,DeKalb,68110,67173
Indiana,Delaware,53377,67173
Indiana,Dubois,68945,67173
Indiana,Elkhart,63978,67173
Indiana,Fayette,52219,67173
Indiana,Floyd,75686,67173
Indiana,Fountain,60559,67173
Indiana,Franklin,75985,67173
Indiana,Fulton,62644,67173
Indiana,Gibson,64153,67173
Indiana,Grant,53033,67173
Indiana,Greene,57771,67173
Indiana,Hamilton,114866,67173
Indiana,Hancock,85262,67173
Indiana,Harrison,71302,67173
Indiana,Hendricks,95261,67173
Indiana,Henry,57632,67173
Indiana,Howard,62014,67173
Indiana,Huntington,59894,67173
Indiana,Jackson,65609,67173
Indiana,Jasper,77777,67173
Indiana,Jay,52231,67173
Indiana,Jefferson,57801,67173
Indiana,Jennings,66892,67173
Indiana,Johnson,82730,67173
Indiana,Knox,58173,67173
Indiana,Kosciusko,70945,67173
Indiana,LaGrange,81658,67173
Indiana,Lake,66375,67173
Indiana,LaPorte,66854,67173
Indiana,Lawrence,64210,67173
Indiana,Madison,60060,67173
Indiana,Marion,59504,67173
Indiana,Marshall,66016,67173
Indiana,Martin,65489,67173
Indiana,Miami,59551,67173
Indiana,Monroe,60308,67173
Indiana,Montgomery,62937,67173
Indiana,Morgan,79134,67173
Indiana,Newton,63673,67173
Indiana,Noble,70286,67173
Indiana,Ohio,66333,67173
Indiana,Orange,60775,67173
Indiana,Owen,57947,67173
Indiana,Parke,63393,67173
Indiana,Perry,58936,67173
Indiana,Pike,64182,67173
Indiana,Porter,82915,67173
Indiana,Posey,75594,67173
Indiana,Pulaski,56823,67173
Indiana,Putnam,70609,67173
Indiana,Randolph,59674,67173
Indiana,Ripley,70285,67173
Indiana,Rush,62386,67173
Indiana,St. Joseph,61877,67173
Indiana,Scott,49343,67173
Indiana,Shelby,66449,67173
Indiana,Spencer,66168,67173
Indiana,Starke,59916,67173
Indiana,Steuben,68837,67173
Indiana,Sullivan,54556,67173
Indiana,Switzerland,66525,67173
Indiana,Tippecanoe,55728,67173
Indiana,Tipton,71947,67173
Indiana,Union,68514,67173
Indiana,Vanderburgh,58839,67173
Indiana,Vermillion,59567,67173
Indiana,Vigo,52789,67173
Indiana,Wabash,66194,67173
Indiana,Warren,72833,67173
Indiana,Warrick,91105,67173
Indiana,Washington,60695,67173
Indiana,Wayne,54854,67173
Indiana,Wells,68074,67173
Indiana,White,65345,67173
Indiana,Whitley,73636,67173
Iowa,Adair,63172,70571
Iowa,Adams,64750,70571
Iowa,Allamakee,64049,70571
Iowa,Appanoose,50684,70571
Iowa,Audubon,54973,70571
Iowa,Benton,79444,70571
Iowa,Black Hawk,62329,70571
Iowa,Boone,75759,70571
Iowa,Bremer,84727,70571
Iowa,Buchanan,73493,70571
Iowa,Buena Vista,62662,70571
Iowa,Butler,65743,70571
Iowa,Calhoun,65614,70571
Iowa,Carroll,68041,70571
Iowa,Cass,60815,70571
Iowa,Cedar,76959,70571
Iowa,Cerro Gordo,63149,70571
Iowa,Cherokee,63638,70571
Iowa,Chickasaw,72734,70571
Iowa,Clarke,63120,70571
Iowa,Clay,61756,70571
Iowa,Clayton,60441,70571
Iowa,Clinton,61080,70571
Iowa,Crawford,61188,70571
Iowa,Dallas,99533,70571
Iowa,Davis,77176,70571
Iowa,Decatur,56068,70571
Iowa,Delaware,75896,70571
Iowa,Des Moines,58084,70571
Iowa,Dickinson,72446,70571
Iowa,Dubuque,73495,70571
Iowa,Emmet,64461,70571
Iowa,Fayette,56043,70571
Iowa,Floyd,62356,70571
Iowa,Franklin,62214,70571
Iowa,Fremont,69375,70571
Iowa,Greene,56884,70571
Iowa,Grundy,80701,70571
Iowa,Guthrie,75795,70571
Iowa,Hamilton,66685,70571
Iowa,Hancock,67865,70571
Iowa,Hardin,64656,70571
Iowa,Harrison,75830,70571
Iowa,Henry,62365,70571
Iowa,Howard,63947,70571
Iowa,Humboldt,66617,70571
Iowa,Ida,63125,70571
Iowa,Iowa,69787,70571
Iowa,Jackson,69709,70571
Iowa,Jasper,67784,70571
Iowa,Jefferson,52210,70571
Iowa,Johnson,72977,70571
Iowa,Jones,68781,70571
Iowa,Keokuk,60016,70571
Iowa,Kossuth,62553,70571
Iowa,Lee,58094,70571
Iowa,Linn,75457,70571
Iowa,Louisa,72500,70571
Iowa,Lucas,63405,70571
Iowa,Lyon,73735,70571
Iowa,Madison,88110,70571
Iowa,Mahaska,65200,70571
Iowa,Marion,74193,70571
Iowa,Marshall,70828,70571
Iowa,Mills,81907,70571
Iowa,Mitchell,66056,70571
Iowa,Monona,59897,70571
Iowa,Monroe,76324,70571
Iowa,Montgomery,61261,70571
Iowa,Muscatine,67427,70571
Iowa,O'Brien,65076,70571
Iowa,Osceola,67561,70571
