State,County,County Median Household Income,State Median Household Income
Colorado,Mesa,57157,75231
Colorado,Moffat,54583,75231
Colorado,Montezuma,50717,75231
Colorado,Morgan,58468,75231
Colorado,Ouray,68893,75231
Colorado,Park,76611,75231
Colorado,Pitkin,82455,75231
Colorado,Prowers,42648,75231
Colorado,Rio Blanco,54247,75231
Colorado,Rio Grande,43570,75231
Colorado,Saguache,45231,75231
Colorado,San Miguel,66898,75231
Colorado,Sedgwick,43875,75231
Colorado,Teller,61463,75231
Colorado,Washington,51181,75231
Colorado,Yuma,54393,75231
Delaware,New Castle,75275,69110
Delaware,Sussex,64905,69110
Montana,Big Horn,48273,56539
Montana,Blaine,45361,56539
Montana,Carbon,61209,56539
Montana,Carter,42300,56539
Montana,Chouteau,45707,56539
Montana,Daniels,56026,56539
Montana,Dawson,51681,56539
Montana,Fallon,69792,56539
Montana,Fergus,47618,56539
Montana,Gallatin,70124,56539
Montana,Garfield,43750,56539
Montana,Golden Valley,49028,56539
Montana,Hill,50912,56539
Montana,Jefferson,71779,56539
Montana,Lake,52169,56539
Montana,Lewis and Clark,66062,56539
Montana,Lincoln,39820,56539
Florida,Putnam,40068,57703
Florida,St. Johns,83803,57703
Florida,St. Lucie,55237,57703
Florida,Santa Rosa,70663,57703
Florida,Sarasota,64644,57703
Florida,Seminole,70297,57703
Florida,Sumter,59618,57703
Florida,Suwannee,46280,57703
Florida,Taylor,38295,57703
Florida,Union,55139,57703
Florida,Volusia,52407,57703
Florida,Wakulla,67480,57703
Florida,Walton,67390,57703
Florida,Washington,37260,57703
Nebraska,Adams,56007,63015
Nebraska,Antelope,52569,63015
Nebraska,Banner,53864,63015
Nebraska,Blaine,55268,63015
Nebraska,Box Butte,61904,63015
Nebraska,Boyd,53846,63015
Nebraska,Buffalo,63513,63015
Nebraska,Burt,51961,63015
Nebraska,Cass,73683,63015
Nebraska,Cedar,64703,63015
Nebraska,Cherry,55431,63015
Nebraska,Cheyenne,52270,63015
Nebraska,Colfax,64269,63015
Nebraska,Custer,53891,63015
Nebraska,Dakota,61227,63015
Nebraska,Dawson,56731,63015
Nebraska,Deuel,48958,63015
Nebraska,Dodge,58439,63015
Nebraska,Douglas,66600,63015
Nebraska,Fillmore,62151,63015
Nebraska,Franklin,50231,63015
Nebraska,Furnas,53533,63015
Nebraska,Gage,51812,63015
Nebraska,Garfield,54659,63015
Nebraska,Gosper,65086,63015
Nebraska,Greeley,46830,63015
Nebraska,Hall,58595,63015
Nebraska,Harlan,51534,63015
Nebraska,Hayes,52396,63015
Nebraska,Holt,60214,63015
Nebraska,Hooker,48654,63015
Nebraska,Jefferson,48981,63015
Nebraska,Johnson,49382,63015
Nebraska,Keith,52169,63015
Nebraska,Keya Paha,55250,63015
Florida,Polk,51535,57703
Nebraska,Knox,53653,63015
Nebraska,Lancaster,62464,63015
Nebraska,Logan,45990,63015
Nebraska,Loup,46111,63015
Nebraska,Madison,52334,63015
Nebraska,Merrick,52254,63015
Nebraska,Nance,53147,63015
Nebraska,Nuckolls,52975,63015
Nebraska,Otoe,64755,63015
Wisconsin,Barron,52346,63293
Wisconsin,Brown,64728,63293
Wisconsin,Buffalo,58364,63293
Wisconsin,Calumet,76065,63293
Wisconsin,Chippewa,61215,63293
Wisconsin,Columbia,69262,63293
Wisconsin,Crawford,51218,63293
Wisconsin,Dodge,62591,63293
Wisconsin,Door,61765,63293
Wisconsin,Dunn,59588,63293
Wisconsin,Eau Claire,62508,63293
Wisconsin,Fond du Lac,64147,63293
Wisconsin,Forest,48394,63293
Wisconsin,Green,66212,63293
Wisconsin,Green Lake,57339,63293
Wisconsin,Iron,45588,63293
Wisconsin,Jackson,55228,63293
Wisconsin,Juneau,53928,63293
Wisconsin,Kenosha,66595,63293
Wisconsin,La Crosse,60307,63293
Wisconsin,Lafayette,61070,63293
Wisconsin,Lincoln,59183,63293
Wisconsin,Manitowoc,58464,63293
Wisconsin,Marinette,52385,63293
Wisconsin,Marquette,53293,63293
Wisconsin,Milwaukee,52260,63293
Wisconsin,Monroe,60595,63293
Wisconsin,Oconto,64528,63293
Wisconsin,Outagamie,68441,63293
Wisconsin,Ozaukee,84394,63293
Wisconsin,Pierce,73873,63293
Wisconsin,Polk,61814,63293
Wisconsin,Price,49749,63293
Wisconsin,Racine,62556,63293
Wisconsin,Rock,59519,63293
Wisconsin,Rusk,48961,63293
Wisconsin,Sauk,62808,63293
Wisconsin,Sawyer,52022,63293
Wisconsin,Shawano,57322,63293
Wisconsin,Sheboygan,62101,63293
Wisconsin,Taylor,52860,63293
Wisconsin,Trempealeau,59606,63293
Wisconsin,Vernon,54549,63293
Wisconsin,Vilas,50039,63293
Wisconsin,Walworth,66034,63293
Wisconsin,Washburn,51711,63293
Wisconsin,Washington,80839,63293
Wisconsin,Waukesha,88985,63293
Wisconsin,Waupaca,60106,63293
Wisconsin,Waushara,54320,63293
Wisconsin,Winnebago,59947,63293
Wisconsin,Wood,55684,63293
Wyoming,Albany,51362,65304
Wyoming,Big Horn,51237,65304
Wyoming,Campbell,80887,65304
Wyoming,Carbon,62423,65304
Wyoming,Converse,73806,65304
Wyoming,Crook,66898,65304
Wyoming,Fremont,54291,65304
Montana,McCone,57045,56539
Montana,Meagher,46815,56539
Montana,Mineral,48672,56539
Montana,Musselshell,46328,56539
Montana,Petroleum,40000,56539
Montana,Phillips,46686,56539
Montana,Powder River,57755,56539
Montana,Powell,50332,56539
Montana,Prairie,42350,56539
Montana,Ravalli,55090,56539
Montana,Richland,64158,56539
Montana,Roosevelt,45458,56539
Montana,Rosebud,57769,56539
Montana,Sanders,42284,56539
Montana,Sheridan,54135,56539
Montana,Silver Bow,49359,56539
Montana,Stillwater,67448,56539
Montana,Sweet Grass,53790,56539
Montana,Teton,56649,56539
Montana,Toole,49725,56539
Montana,Treasure,44671,56539
Montana,Valley,51087,56539
Montana,Wheatland,35265,56539
Montana,Wibaux,50972,56539
Montana,Yellowstone,62630,56539
Georgia,Appling,37924,61224
Georgia,Atkinson,35703,61224
Georgia,Bacon,36692,61224
Georgia,Baker,34034,61224
Georgia,Banks,50912,61224
Georgia,Barrow,62990,61224
Georgia,Ben Hill,32077,61224
Georgia,Bibb,41317,61224
Georgia,Bleckley,46992,61224
Georgia,Brooks,37516,61224
Georgia,Bryan,76121,61224
Georgia,Burke,45699,61224
Georgia,Butts,48282,61224
Georgia,Camden,60594,61224
Georgia,Carroll,59197,61224
Georgia,Catoosa,58932,61224
Georgia,Chatham,57739,61224
Georgia,Chattahoochee,45700,61224
Georgia,Cherokee,84817,61224
Georgia,Clarke,40363,61224
Georgia,Clayton,49460,61224
Georgia,Cobb,80830,61224
Georgia,Coffee,42526,61224
Georgia,Columbia,82251,61224
Georgia,Cook,40943,61224
Georgia,Crawford,47917,61224
Georgia,Crisp,38272,61224
Georgia,Dawson,72260,61224
Georgia,DeKalb,65116,61224
Georgia,Dodge,42211,61224
Georgia,Dougherty,40947,61224
Georgia,Douglas,67651,61224
Georgia,Echols,44454,61224
Georgia,Elbert,39323,61224
Nebraska,Pawnee,46063,63015
Nebraska,Perkins,61389,63015
Nebraska,Phelps,58105,63015
Nebraska,Pierce,57629,63015
Nebraska,Platte,60878,63015
Nebraska,Polk,59837,63015
Nebraska,Red Willow,48140,63015
Nebraska,Richardson,44524,63015
Nebraska,Rock,51458,63015
Nebraska,Saline,52956,63015
Nebraska,Sarpy,83051,63015
Nebraska,Saunders,70414,63015
Nebraska,Scotts Bluff,53433,63015
Nebraska,Seward,71111,63015
Nebraska,Sheridan,45543,63015
Nebraska,Sherman,53158,63015
Nebraska,Sioux,47422,63015
Nebraska,Stanton,64808,63015
Nebraska,Thayer,53234,63015
Nebraska,Thomas,59000,63015
Nebraska,Thurston,55574,63015
Nebraska,Washington,71505,63015
Nebraska,Webster,51684,63015
Nebraska,Wheeler,48438,63015
Nevada,Churchill,56335,62043
Nevada,Clark,61048,62043
Nevada,Elko,79375,62043
Nevada,Esmeralda,31845,62043
Nevada,Humboldt,66123,62043
Nevada,Lander,73797,62043
Nevada,Lyon,58814,62043
Nevada,Mineral,31500,62043
Nevada,Pershing,57074,62043
Nevada,Storey,64000,62043
Nevada,White Pine,57353,62043
Nevada,Carson City,58305,62043
New Hampshire,Carroll,66932,77923
New Hampshire,Cheshire,64686,77923
New Hampshire,Grafton,67476,77923
New Hampshire,Hillsborough,82099,77923
New Hampshire,Rockingham,93962,77923
New Hampshire,Strafford,72682,77923
Louisiana,Acadia Parish,44412,50800
Louisiana,Allen Parish,48328,50800
Louisiana,Assumption Parish,44742,50800
Louisiana,Avoyelles Parish,35530,50800
Louisiana,Bienville Parish,27815,50800
Louisiana,Bossier Parish,55448,50800
Louisiana,Calcasieu Parish,52866,50800
Louisiana,Caldwell Parish,40690,50800
Louisiana,Catahoula Parish,40973,50800
Louisiana,Claiborne Parish,26849,50800
Louisiana,De Soto Parish,44436,50800
Louisiana,East Baton Rouge Parish,56076,50800
Louisiana,East Feliciana Parish,54187,50800
Louisiana,Evangeline Parish,31427,50800
Louisiana,Grant Parish,51449,50800
Louisiana,Iberia Parish,50602,50800
Louisiana,Jackson Parish,41760,50800
Wyoming,Goshen,55955,65304
Wyoming,Johnson,56565,65304
Wyoming,Laramie,69369,65304
Wyoming,Lincoln,71898,65304
Wyoming,Niobrara,46111,65304
Wyoming,Park,63684,65304
Wyoming,Sheridan,59380,65304
Wyoming,Sublette,78655,65304
Wyoming,Teton,87053,65304
Wyoming,Uinta,72458,65304
Wyoming,Weston,53333,65304
Puerto Rico,Adjuntas Municipio,14253,21058
Puerto Rico,Aguadilla Municipio,16065,21058
Puerto Rico,Aguas Buenas Municipio,20190,21058
Puerto Rico,Añasco Municipio,20167,21058
Puerto Rico,Arecibo Municipio,19266,21058
Puerto Rico,Barceloneta Municipio,17815,21058
Puerto Rico,Barranquitas Municipio,18924,21058
Puerto Rico,Cabo Rojo Municipio,17261,21058
Puerto Rico,Caguas Municipio,25823,21058
Puerto Rico,Camuy Municipio,18571,21058
Puerto Rico,Carolina Municipio,29398,21058
Puerto Rico,Cataño Municipio,18647,21058
Puerto Rico,Ceiba Municipio,19092,21058
Puerto Rico,Ciales Municipio,17783,21058
Puerto Rico,Coamo Municipio,18319,21058
Puerto Rico,Comerío Municipio,14297,21058
Puerto Rico,Culebra Municipio,25658,21058
Puerto Rico,Dorado Municipio,29852,21058
Puerto Rico,Florida Municipio,20221,21058
Puerto Rico,Guánica Municipio,12283,21058
Puerto Rico,Guayama Municipio,17319,21058
Puerto Rico,Guaynabo Municipio,36073,21058
Puerto Rico,Gurabo Municipio,35367,21058
Puerto Rico,Hormigueros Municipio,19848,21058
Puerto Rico,Humacao Municipio,21802,21058
Puerto Rico,Jayuya Municipio,16003,21058
Puerto Rico,Juana Díaz Municipio,20889,21058
Puerto Rico,Lajas Municipio,14439,21058
Puerto Rico,Lares Municipio,16841,21058
Puerto Rico,Las Marías Municipio,14765,21058
Puerto Rico,Las Piedras Municipio,22848,21058
Puerto Rico,Loíza Municipio,17363,21058
Puerto Rico,Luquillo Municipio,21805,21058
Puerto Rico,Manatí Municipio,18885,21058
Puerto Rico,Maricao Municipio,15387,21058
Puerto Rico,Maunabo Municipio,20561,21058
Puerto Rico,Mayagüez Municipio,14761,21058
Puerto Rico,Moca Municipio,16033,21058
Puerto Rico,Morovis Municipio,21191,21058
Puerto Rico,Naguabo Municipio,19224,21058
Puerto Rico,Naranjito Municipio,18778,21058
Puerto Rico,Orocovis Municipio,15805,21058
Puerto Rico,Patillas Municipio,17138,21058
Puerto Rico,Peñuelas Municipio,17313,21058
Puerto Rico,Ponce Municipio,17263,21058
Puerto Rico,Quebradillas Municipio,17425,21058
Georgia,Emanuel,38423,61224
Georgia,Fannin,46028,61224
Georgia,Fayette,93777,61224
Georgia,Forsyth,112834,61224
Georgia,Fulton,72741,61224
Georgia,Gilmer,57376,61224
Georgia,Glynn,56952,61224
Georgia,Gordon,48662,61224
Georgia,Greene,57880,61224
Georgia,Gwinnett,72787,61224
Georgia,Hall,63651,61224
Georgia,Haralson,52021,61224
Georgia,Harris,79860,61224
Georgia,Hart,45874,61224
Georgia,Heard,50583,61224
Georgia,Henry,71110,61224
Georgia,Houston,65870,61224
Georgia,Irwin,41484,61224
Georgia,Jackson,68307,61224
Georgia,Jasper,52409,61224
Georgia,Jeff Davis,36987,61224
Georgia,Jefferson,37009,61224
Georgia,Jenkins,25712,61224
Georgia,Johnson,42421,61224
Georgia,Jones,63046,61224
Georgia,Lamar,50088,61224
Georgia,Lanier,32158,61224
Georgia,Laurens,39476,61224
Georgia,Lee,68338,61224
Georgia,Liberty,50411,61224
Georgia,Lincoln,42036,61224
Georgia,Long,52099,61224
Georgia,Lumpkin,52872,61224
Georgia,McIntosh,56262,61224
Georgia,Macon,31910,61224
Georgia,Marion,52450,61224
Georgia,Meriwether,40769,61224
Georgia,Mitchell,39404,61224
Georgia,Montgomery,45230,61224
Georgia,Morgan,68669,61224
Georgia,Muscogee,47418,61224
Georgia,Newton,59178,61224
Georgia,Oglethorpe,52816,61224
Georgia,Paulding,74154,61224
Georgia,Pickens,68365,61224
Georgia,Pike,68138,61224
Georgia,Polk,46846,61224
Georgia,Putnam,52910,61224
Georgia,Quitman,34394,61224
Georgia,Randolph,29400,61224
Georgia,Rockdale,62505,61224
Georgia,Schley,49105,61224
Georgia,Seminole,35286,61224
Georgia,Spalding,48970,61224
Georgia,Stewart,34028,61224
Georgia,Sumter,37174,61224
Georgia,Taliaferro,37717,61224
Georgia,Taylor,28550,61224
Georgia,Telfair,32764,61224
Georgia,Thomas,47133,61224
Louisiana,Jefferson Parish,54825,50800
Louisiana,Lafayette Parish,58761,50800
Louisiana,Lafourche Parish,54530,50800
Louisiana,LaSalle Parish,51141,50800
Louisiana,Lincoln Parish,36496,50800
Louisiana,Livingston Parish,67365,50800
Louisiana,Madison Parish,32585,50800
Louisiana,Morehouse Parish,33780,50800
Louisiana,Natchitoches Parish,30625,50800
Louisiana,Orleans Parish,43258,50800
Louisiana,Ouachita Parish,44934,50800
Louisiana,Plaquemines Parish,65234,50800
Louisiana,Pointe Coupee Parish,44201,50800
Louisiana,Rapides Parish,48013,50800
Louisiana,Red River Parish,33817,50800
Louisiana,Richland Parish,40491,50800
Louisiana,Sabine Parish,39755,50800
Louisiana,St. Bernard Parish,47873,50800
Louisiana,St. Charles Parish,68113,50800
Louisiana,St. Helena Parish,45063,50800
Louisiana,St. James Parish,53209,50800
Louisiana,St. John the Baptist Parish,55429,50800
Louisiana,St. Landry Parish,40859,50800
Louisiana,St. Martin Parish,48884,50800
Louisiana,St. Tammany Parish,70730,50800
Louisiana,Tangipahoa Parish,48745,50800
Louisiana,Terrebonne Parish,52224,50800
Louisiana,Vermilion Parish,52219,50800
Louisiana,Vernon Parish,50267,50800
Louisiana,Webster Parish,30324,50800
Louisiana,West Baton Rouge Parish,67813,50800
Louisiana,West Feliciana Parish,59688,50800
Louisiana,Winn Parish,37764,50800
New York,Albany,68327,71117
New York,Bronx,41895,71117
New York,Broome,52237,71117
New York,Cayuga,57985,71117
New York,Chautauqua,48315,71117
New York,Chenango,51756,71117
New York,Clinton,59510,71117
New York,Cortland,59194,71117
New York,Delaware,49945,71117
New York,Erie,59464,71117
New York,Franklin,52905,71117
New York,Fulton,51663,71117
New York,Greene,56681,71117
New York,Hamilton,60625,71117
New York,Jefferson,54726,71117
New York,Kings,63973,71117
New York,Livingston,60248,71117
New York,Madison,61176,71117
New York,Montgomery,50146,71117
New York,Nassau,120036,71117
New York,Niagara,57252,71117
New York,Oneida,59113,71117
New York,Ontario,64795,71117
New York,Orange,80816,71117
New York,Oswego,59070,71117
Puerto Rico,Río Grande Municipio,23738,21058
Puerto Rico,Sabana Grande Municipio,18290,21058
Puerto Rico,San Germán Municipio,16561,21058
Puerto Rico,San Juan Municipio,23642,21058
Puerto Rico,San Lorenzo Municipio,19385,21058
Puerto Rico,Santa Isabel Municipio,20000,21058
Puerto Rico,Toa Alta Municipio,27626,21058
Puerto Rico,Trujillo Alto Municipio,32611,21058
Puerto Rico,Utuado Municipio,15021,21058
Puerto Rico,Vega Baja Municipio,20126,21058
Puerto Rico,Vieques Municipio,14040,21058
Puerto Rico,Villalba Municipio,19355,21058
Puerto Rico,Yauco Municipio,14813,21058
Texas,Anderson,45847,63826
Texas,Angelina,49684,63826
Texas,Aransas,47924,63826
Texas,Armstrong,69386,63826
Texas,Atascosa,59251,63826
Texas,Bailey,55038,63826
Texas,Bandera,60361,63826
Texas,Baylor,40946,63826
Texas,Bee,45287,63826
Texas,Bexar,58288,63826
Texas,Blanco,70397,63826
Texas,Bosque,57337,63826
Texas,Brazoria,83325,63826
Texas,Brazos,50289,63826
Texas,Briscoe,37875,63826
Texas,Brooks,25058,63826
Texas,Burleson,60058,63826
Texas,Burnet,59919,63826
Texas,Calhoun,57170,63826
Texas,Callahan,51955,63826
Texas,Camp,49539,63826
Texas,Carson,74246,63826
Texas,Castro,49900,63826
Texas,Chambers,95989,63826
Texas,Childress,43564,63826
Texas,Clay,63125,63826
Texas,Coke,45072,63826
Texas,Coleman,46948,63826
Texas,Collingsworth,41202,63826
Texas,Colorado,52663,63826
Texas,Comal,80781,63826
Texas,Comanche,54889,63826
Texas,Concho,53333,63826
Texas,Cooke,62733,63826
Texas,Coryell,54712,63826
Puerto Rico,Rincón Municipio,20145,21058
Texas,Cottle,40250,63826
Texas,Crane,54596,63826
Texas,Crockett,46695,63826
Texas,Crosby,42470,63826
Texas,Culberson,34853,63826
Texas,Dallam,58956,63826
Texas,Dallas,61870,63826
Texas,Dawson,40469,63826
Texas,Deaf Smith,49790,63826
Texas,Delta,49868,63826
Ohio,Knox,61590,58116
Ohio,Licking,67736,58116
Ohio,Lucas,49946,58116
Ohio,Mahoning,47092,58116
Ohio,Meigs,43445,58116
Ohio,Monroe,46241,58116
Ohio,Morrow,61769,58116
Ohio,Ottawa,59306,58116
Ohio,Pickaway,61629,58116
Georgia,Towns,51257,61224
Georgia,Treutlen,32072,61224
Georgia,Turner,34514,61224
Georgia,Union,49703,61224
Georgia,Upson,39221,61224
Georgia,Walton,65491,61224
Georgia,Ware,37041,61224
Georgia,Washington,36402,61224
Georgia,Webster,31629,61224
Georgia,Wheeler,28864,61224
Georgia,Whitfield,50055,61224
Georgia,Wilcox,39216,61224
Georgia,Wilkinson,36896,61224
Hawaii,Hawaii,65401,83173
Hawaii,Honolulu,87722,83173
Hawaii,Kalawao,76465,83173
Hawaii,Kauai,82818,83173
Hawaii,Maui,84363,83173
Idaho,Ada,69952,58915
Idaho,Adams,50309,58915
Idaho,Bannock,51977,58915
Idaho,Bear Lake,52829,58915
Idaho,Benewah,47983,58915
Idaho,Bingham,58260,58915
Idaho,Blaine,64627,58915
Idaho,Boise,51760,58915
Idaho,Bonner,51594,58915
Idaho,Bonneville,61435,58915
Idaho,Boundary,45319,58915
Idaho,Butte,37404,58915
Idaho,Camas,36908,58915
Idaho,Canyon,56916,58915
Idaho,Caribou,58099,58915
Idaho,Cassia,52256,58915
Idaho,Clark,36429,58915
Idaho,Custer,44757,58915
Idaho,Franklin,59934,58915
Idaho,Fremont,56825,58915
Idaho,Gooding,50057,58915
Idaho,Idaho,44951,58915
Idaho,Jerome,55521,58915
Idaho,Latah,51312,58915
Idaho,Lemhi,38819,58915
Idaho,Lincoln,52363,58915
Idaho,Madison,44419,58915
Idaho,Nez Perce,57099,58915
Idaho,Owyhee,48601,58915
Georgia,Tift,44827,61224
Idaho,Payette,52788,58915
Idaho,Shoshone,40483,58915
Idaho,Teton,73274,58915
Idaho,Valley,63115,58915
Idaho,Washington,42126,58915
Illinois,Alexander,34709,68428
Illinois,Boone,70396,68428
Illinois,Brown,60694,68428
Illinois,Calhoun,66602,68428
Illinois,Carroll,52813,68428
Illinois,Champaign,53936,68428
Illinois,Clark,59481,68428
New York,Otsego,56171,71117
New York,Queens,72028,71117
New York,Rensselaer,72510,71117
New York,Rockland,94840,71117
New York,St. Lawrence,52071,71117
New York,Saratoga,85224,71117
New York,Schenectady,66488,71117
New York,Schoharie,58926,71117
New York,Schuyler,53291,71117
New York,Seneca,54865,71117
New York,Steuben,55349,71117
New York,Suffolk,105362,71117
New York,Sullivan,60433,71117
New York,Tioga,61965,71117
New York,Tompkins,61361,71117
New York,Ulster,65306,71117
New York,Warren,64658,71117
New York,Washington,59613,71117
New York,Wayne,62003,71117
New York,Westchester,99489,71117
New York,Wyoming,58746,71117
New York,Yates,55307,71117
North Carolina,Alamance,51580,56642
North Carolina,Alexander,51329,56642
North Carolina,Alleghany,37158,56642
North Carolina,Ashe,43030,56642
North Carolina,Avery,42695,56642
North Carolina,Bertie,35042,56642
North Carolina,Bladen,37188,56642
North Carolina,Buncombe,55032,56642
North Carolina,Burke,43915,56642
North Carolina,Caldwell,46094,56642
North Carolina,Camden,63834,56642
North Carolina,Caswell,47938,56642
North Carolina,Catawba,54690,56642
North Carolina,Cherokee,40793,56642
North Carolina,Chowan,44050,56642
North Carolina,Clay,42160,56642
North Carolina,Columbus,38487,56642
North Carolina,Craven,53894,56642
North Carolina,Currituck,73741,56642
North Carolina,Dare,65420,56642
North Carolina,Davie,62028,56642
North Carolina,Duplin,43422,56642
North Carolina,Edgecombe,40489,56642
North Carolina,Forsyth,53583,56642
North Carolina,Gaston,53474,56642
North Carolina,Gates,45871,56642
North Carolina,Granville,56924,56642
North Carolina,Greene,43563,56642
North Carolina,Halifax,35904,56642
North Carolina,Harnett,54565,56642
North Carolina,Henderson,58928,56642
North Carolina,Hertford,42588,56642
North Carolina,Hoke,51140,56642
North Carolina,Iredell,62551,56642
North Carolina,Jackson,46820,56642
Texas,Denton,90354,63826
Texas,DeWitt,53815,63826
Texas,Dickens,41141,63826
Texas,Dimmit,25996,63826
Texas,Donley,51875,63826
Texas,Duval,45349,63826
Texas,Ector,63096,63826
Texas,Edwards,40643,63826
Texas,El Paso,48292,63826
Texas,Erath,55383,63826
Texas,Fannin,57898,63826
Texas,Fayette,62872,63826
Texas,Floyd,52714,63826
Texas,Foard,39306,63826
Texas,Franklin,59632,63826
Texas,Freestone,52232,63826
Texas,Gaines,62994,63826
Texas,Garza,58938,63826
Texas,Gillespie,61445,63826
Texas,Goliad,50000,63826
Texas,Gonzales,58210,63826
Texas,Grayson,58296,63826
Texas,Gregg,52027,63826
Texas,Guadalupe,75774,63826
Texas,Hale,47500,63826
Texas,Hamilton,46893,63826
Texas,Hansford,46507,63826
Texas,Hardin,61221,63826
Texas,Harris,63022,63826
Texas,Hartley,53722,63826
Texas,Haskell,48955,63826
Texas,Hemphill,59605,63826
Texas,Henderson,49469,63826
Texas,Hill,55615,63826
Texas,Hockley,47010,63826
Texas,Hopkins,54600,63826
Texas,Houston,40838,63826
Texas,Hudspeth,31505,63826
Texas,Hunt,57467,63826
Texas,Irion,53778,63826
Texas,Jack,54087,63826
Texas,Jasper,42756,63826
Texas,Jeff Davis,-666666666,63826
Texas,Jim Hogg,35736,63826
Texas,Jim Wells,45857,63826
Texas,Jones,52471,63826
Texas,Karnes,52896,63826
Texas,Kaufman,72179,63826
Texas,Kendall,98692,63826
Texas,Kenedy,40083,63826
Texas,Kent,61706,63826
Texas,Kerr,57196,63826
Texas,Kimble,46602,63826
Texas,King,39286,63826
Texas,Kinney,39972,63826
Texas,Kleberg,47301,63826
Texas,Knox,50719,63826
Texas,Lamar,48036,63826
Texas,Lamb,44935,63826
Texas,Lampasas,64808,63826
Texas,La Salle,47162,63826
Ohio,Portage,59485,58116
Ohio,Richland,49186,58116
Ohio,Scioto,41866,58116
Ohio,Stark,55045,58116
Ohio,Tuscarawas,54451,58116
Ohio,Vinton,45034,58116
Oklahoma,Cotton,49583,53840
Oklahoma,Custer,51351,53840
Oklahoma,Ellis,48264,53840
Oklahoma,Grady,64507,53840
Oklahoma,Harmon,53087,53840
Oklahoma,Hughes,38020,53840
Oklahoma,Johnston,44238,53840
Oklahoma,Kiowa,34747,53840
Oklahoma,Lincoln,51206,53840
Oklahoma,McClain,70005,53840
Oklahoma,Major,56781,53840
Oklahoma,Murray,53696,53840
Oklahoma,Nowata,42051,53840
Oklahoma,Oklahoma,55519,53840
Oklahoma,Ottawa,40662,53840
Oklahoma,Pittsburg,47511,53840
Oklahoma,Pushmataha,38325,53840
Oklahoma,Seminole,38588,53840
Oklahoma,Texas,50702,53840
Oklahoma,Wagoner,64958,53840
Oklahoma,Woods,51985,53840
Oregon,Benton,65142,65667
Oregon,Morrow,56572,65667
Oregon,Polk,65665,65667
Oregon,Umatilla,57973,65667
Oregon,Wasco,54725,65667
Oregon,Yamhill,67296,65667
Rhode Island,Newport,84282,70305
Pennsylvania,Adams,68411,63627
Pennsylvania,Beaver,59014,63627
Pennsylvania,Blair,50856,63627
Pennsylvania,Butler,72642,63627
Pennsylvania,Carbon,57601,63627
Pennsylvania,Clarion,49695,63627
Pennsylvania,Columbia,52219,63627
Pennsylvania,Dauphin,63123,63627
Pennsylvania,Erie,52863,63627
Pennsylvania,Franklin,63420,63627
Pennsylvania,Huntingdon,53597,63627
Pennsylvania,Juniata,53502,63627
Pennsylvania,Lawrence,50080,63627
Pennsylvania,Luzerne,53194,63627
Pennsylvania,Mifflin,52641,63627
Pennsylvania,Westmoreland,61398,63627
South Carolina,Aiken,53385,54864
South Carolina,Bamberg,42830,54864
South Carolina,Berkeley,65443,54864
South Carolina,Cherokee,37787,54864
South Carolina,Clarendon,43881,54864
South Carolina,Dorchester,63501,54864
South Carolina,Florence,49645,54864
South Carolina,Greenwood,41081,54864
Illinois,Clay,52167,68428
Illinois,Coles,46411,68428
Illinois,Cook,67886,68428
Illinois,Cumberland,59271,68428
Illinois,DeKalb,62353,68428
Illinois,Douglas,59620,68428
Illinois,Edgar,48543,68428
Illinois,Edwards,53801,68428
Illinois,Fayette,45634,68428
Illinois,Ford,50582,68428
Illinois,Fulton,52243,68428
Illinois,Gallatin,43092,68428
Illinois,Grundy,75767,68428
Illinois,Hancock,55818,68428
Illinois,Hardin,50847,68428
Illinois,Henry,60000,68428
Illinois,Iroquois,54445,68428
Illinois,Jasper,55911,68428
Illinois,Jefferson,51662,68428
Illinois,Jersey,67845,68428
Illinois,Jo Daviess,59223,68428
Illinois,Johnson,55363,68428
Illinois,Kane,83374,68428
Illinois,Kankakee,59370,68428
Illinois,Kendall,96854,68428
Illinois,Knox,44464,68428
Illinois,Lake,92654,68428
Illinois,LaSalle,60069,68428
Illinois,Lawrence,53087,68428
Illinois,Lee,59986,68428
Illinois,Livingston,58676,68428
Illinois,Logan,58122,68428
Illinois,McDonough,43591,68428
Illinois,McHenry,90014,68428
Illinois,McLean,68037,68428
Illinois,Macon,53725,68428
Illinois,Macoupin,56264,68428
Illinois,Madison,64045,68428
Illinois,Marshall,57303,68428
Illinois,Mason,50883,68428
Illinois,Menard,77550,68428
Illinois,Mercer,57182,68428
Illinois,Montgomery,54886,68428
Illinois,Morgan,53002,68428
Illinois,Ogle,63643,68428
Illinois,Perry,51616,68428
Illinois,Piatt,73668,68428
Illinois,Pope,43140,68428
Illinois,Pulaski,37308,68428
Illinois,Randolph,55319,68428
Illinois,Richland,55032,68428
Illinois,St. Clair,57473,68428
Illinois,Sangamon,61743,68428
Illinois,Schuyler,51376,68428
Illinois,Shelby,59134,68428
Illinois,Stark,53828,68428
Illinois,Tazewell,66220,68428
Illinois,Union,51655,68428
Illinois,Wabash,48878,68428
North Carolina,Jones,38324,56642
North Carolina,Lee,52294,56642
North Carolina,Lincoln,59592,56642
North Carolina,McDowell,47085,56642
North Carolina,Madison,46190,56642
North Carolina,Martin,39909,56642
North Carolina,Mitchell,48841,56642
North Carolina,Montgomery,45147,56642
North Carolina,Moore,63324,56642
North Carolina,Nash,49949,56642
