State,County,County Median Household Income,State Median Household Income
Alabama,Clay,42678,52035
Alabama,Cleburne,46320,52035
Alabama,Coffee,56799,52035
Alabama,Colbert,47962,52035
Alabama,Conecuh,35444,52035
Alabama,Coosa,43571,52035
Alabama,Crenshaw,42611,52035
Alabama,Cullman,48388,52035
Alabama,Dallas,33317,52035
Alabama,DeKalb,42267,52035
Alabama,Escambia,35558,52035
Alabama,Etowah,44934,52035
Alabama,Franklin,41174,52035
Alabama,Greene,26688,52035
Alabama,Hale,30793,52035
Alabama,Houston,49069,52035
Alabama,Jackson,42578,52035
Alabama,Lamar,42688,52035
Alabama,Lauderdale,48428,52035
Alabama,Lee,52930,52035
Alabama,Lowndes,33634,52035
Alabama,Macon,35450,52035
Alabama,Marengo,33029,52035
Alabama,Marion,40978,52035
Alabama,Mobile,49625,52035
Alabama,Monroe,31969,52035
Alabama,Morgan,52923,52035
Alabama,Pickens,40362,52035
Alabama,Pike,39218,52035
Alabama,Russell,42208,52035
Alabama,St. Clair,62531,52035
Alabama,Sumter,26150,52035
Alabama,Tallapoosa,48160,52035
Alabama,Tuscaloosa,54283,52035
Alabama,Washington,42331,52035
Alabama,Wilcox,35063,52035
California,Alameda,104888,78672
California,Alpine,85750,78672
California,Butte,54972,78672
California,Colusa,59427,78672
California,Contra Costa,103997,78672
California,El Dorado,83710,78672
California,Fresno,57109,78672
Alabama,Chambers,43875,52035
California,Humboldt,49235,78672
California,Imperial,46222,78672
California,Kern,54851,78672
California,Kings,61556,78672
California,Lassen,56971,78672
California,Madera,61924,78672
California,Marin,121671,78672
California,Mariposa,50960,78672
California,Mendocino,52915,78672
California,Merced,56330,78672
California,Modoc,51250,78672
Minnesota,Clay,66069,73382
Minnesota,Clearwater,51742,73382
Minnesota,Cook,59537,73382
Minnesota,Cottonwood,51067,73382
Minnesota,Crow Wing,57779,73382
Minnesota,Dakota,88468,73382
Minnesota,Dodge,79020,73382
Minnesota,Douglas,65430,73382
Minnesota,Faribault,53963,73382
Minnesota,Fillmore,64375,73382
Minnesota,Goodhue,69334,73382
Minnesota,Grant,59246,73382
Minnesota,Houston,59514,73382
Minnesota,Hubbard,58475,73382
Minnesota,Itasca,55744,73382
Minnesota,Kanabec,57877,73382
Minnesota,Kandiyohi,64252,73382
Minnesota,Koochiching,52297,73382
Minnesota,Lac qui Parle,57802,73382
Minnesota,Lake of the Woods,50669,73382
Minnesota,Le Sueur,75925,73382
Minnesota,Lyon,57274,73382
Minnesota,McLeod,62885,73382
Minnesota,Marshall,60951,73382
Minnesota,Martin,53851,73382
Minnesota,Mille Lacs,57173,73382
Minnesota,Morrison,58826,73382
Minnesota,Murray,62839,73382
Minnesota,Nicollet,69174,73382
Minnesota,Norman,56081,73382
Minnesota,Olmsted,80403,73382
Minnesota,Pennington,60940,73382
Minnesota,Pine,55606,73382
Minnesota,Polk,58682,73382
Minnesota,Pope,62878,73382
Minnesota,Red Lake,59698,73382
Minnesota,Redwood,57243,73382
Minnesota,Rice,70600,73382
Minnesota,Rock,65744,73382
Minnesota,St. Louis,57480,73382
Minnesota,Scott,103261,73382
Minnesota,Sibley,64170,73382
Minnesota,Stearns,65244,73382
Minnesota,Stevens,65503,73382
Minnesota,Swift,53457,73382
Minnesota,Traverse,51216,73382
Minnesota,Wabasha,67906,73382
Minnesota,Waseca,60450,73382
Minnesota,Washington,97584,73382
Minnesota,Wilkin,56829,73382
Minnesota,Winona,60020,73382
Minnesota,Wright,87772,73382
Minnesota,Yellow Medicine,59289,73382
Missouri,Adair,42301,57290
Missouri,Andrew,58911,57290
Missouri,Atchison,51625,57290
Missouri,Audrain,44699,57290
Missouri,Barry,45811,57290
Missouri,Barton,44510,57290
Virginia,Alleghany,48513,76398
Virginia,Amelia,63918,76398
Virginia,Appomattox,55457,76398
Virginia,Arlington,122604,76398
Virginia,Bath,55481,76398
Virginia,Bedford,67136,76398
Virginia,Botetourt,72719,76398
Virginia,Brunswick,46111,76398
Virginia,Buckingham,48603,76398
Virginia,Campbell,52319,76398
Virginia,Carroll,44518,76398
Virginia,Charles City,60096,76398
Virginia,Charlotte,40924,76398
Virginia,Clarke,86154,76398
Virginia,Craig,57792,76398
Virginia,Cumberland,50565,76398
Virginia,Dickenson,30116,76398
Virginia,Essex,51125,76398
Virginia,Fairfax,127866,76398
Virginia,Floyd,51250,76398
Virginia,Fluvanna,78885,76398
Virginia,Frederick,80011,76398
Virginia,Giles,57279,76398
Virginia,Goochland,97146,76398
Virginia,Grayson,41558,76398
Virginia,Greensville,49756,76398
Virginia,Halifax,43714,76398
Virginia,Henrico,72295,76398
Virginia,Henry,38511,76398
Virginia,Isle of Wight,77870,76398
Virginia,James City,91675,76398
Virginia,King and Queen,65385,76398
Virginia,King George,96711,76398
Virginia,King William,73284,76398
Virginia,Lancaster,59736,76398
Virginia,Lee,35006,76398
Virginia,Loudoun,147111,76398
Virginia,Louisa,67027,76398
Virginia,Lunenburg,45884,76398
Virginia,Madison,63482,76398
Virginia,Mathews,74489,76398
Virginia,Mecklenburg,50224,76398
Virginia,Middlesex,57060,76398
Virginia,Montgomery,59126,76398
Virginia,Nelson,62203,76398
Virginia,New Kent,97688,76398
Virginia,Northampton,50819,76398
Virginia,Northumberland,59437,76398
Virginia,Nottoway,49983,76398
Virginia,Orange,74446,76398
Virginia,Page,51878,76398
Virginia,Patrick,46941,76398
Virginia,Powhatan,93833,76398
Virginia,Prince Edward,44253,76398
Virginia,Prince George,75123,76398
Virginia,Pulaski,53689,76398
Virginia,Rappahannock,82077,76398
Virginia,Roanoke,70076,76398
Nebraska,Hitchcock,46000,63015
Nebraska,Howard,59432,63015
Nebraska,Kearney,62899,63015
Nebraska,Kimball,48056,63015
Nebraska,Lincoln,59995,63015
Nebraska,McPherson,51932,63015
Nebraska,Morrill,46903,63015
Nebraska,Nemaha,50236,63015
Nebraska,Valley,56205,63015
Nebraska,Wayne,58894,63015
Nebraska,York,63105,63015
Nevada,Douglas,71415,62043
Nevada,Eureka,67478,62043
Nevada,Lincoln,56537,62043
Nevada,Nye,47308,62043
Nevada,Washoe,68272,62043
New Hampshire,Belknap,67328,77923
New Hampshire,Coos,48945,77923
New Hampshire,Merrimack,77937,77923
New Hampshire,Sullivan,63760,77923
Louisiana,Ascension Parish,82594,50800
Louisiana,Beauregard Parish,49256,50800
Louisiana,Caddo Parish,42003,50800
Louisiana,Cameron Parish,56902,50800
Louisiana,Concordia Parish,36294,50800
Louisiana,East Carroll Parish,24551,50800
Louisiana,Franklin Parish,35759,50800
Louisiana,Iberville Parish,49539,50800
Louisiana,Jefferson Davis Parish,42716,50800
Louisiana,St. Mary Parish,40218,50800
Louisiana,Tensas Parish,29767,50800
Louisiana,Union Parish,45094,50800
Louisiana,Washington Parish,39185,50800
Louisiana,West Carroll Parish,42545,50800
New York,Allegany,51227,71117
New York,Cattaraugus,50700,71117
New York,Chemung,54883,71117
New York,Columbia,68750,71117
New York,Dutchess,81842,71117
New York,Essex,58109,71117
New York,Genesee,60635,71117
New York,Herkimer,58438,71117
New York,Lewis,56192,71117
New York,Monroe,62087,71117
New York,New York,89812,71117
New York,Onondaga,62668,71117
New York,Orleans,52958,71117
New York,Putnam,107246,71117
New York,Richmond,85381,71117
North Carolina,Anson,39799,56642
North Carolina,Beaufort,48051,56642
North Carolina,Brunswick,59763,56642
North Carolina,Cabarrus,71177,56642
North Carolina,Carteret,57871,56642
North Carolina,Chatham,69799,56642
North Carolina,Cleveland,43512,56642
North Carolina,Cumberland,48177,56642
North Carolina,Davidson,50454,56642
California,Monterey,76943,78672
California,Napa,92219,78672
California,Nevada,68333,78672
California,Orange,94441,78672
California,Placer,93677,78672
California,Plumas,57233,78672
California,Riverside,70732,78672
California,Sacramento,70684,78672
California,San Benito,85808,78672
California,San Bernardino,65761,78672
California,San Diego,82426,78672
California,San Francisco,119136,78672
California,San Joaquin,68628,78672
California,San Luis Obispo,77948,78672
California,San Mateo,128091,78672
California,Santa Clara,130890,78672
California,Santa Cruz,89986,78672
California,Sierra,52103,78672
California,Solano,84638,78672
California,Sonoma,86173,78672
California,Sutter,63502,78672
California,Tehama,48895,78672
California,Tulare,52534,78672
California,Tuolumne,60509,78672
California,Yolo,73746,78672
California,Yuba,59424,78672
Arkansas,Ashley,43601,49475
Arkansas,Baxter,43504,49475
Arkansas,Boone,46392,49475
Arkansas,Calhoun,50441,49475
Arkansas,Carroll,48249,49475
Arkansas,Clark,39500,49475
Arkansas,Clay,37933,49475
Arkansas,Cleveland,46349,49475
Arkansas,Columbia,37609,49475
Arkansas,Craighead,49730,49475
Arkansas,Crittenden,42384,49475
Arkansas,Cross,44379,49475
Arkansas,Desha,31855,49475
Arkansas,Drew,42924,49475
Arkansas,Franklin,37561,49475
Arkansas,Fulton,35274,49475
Arkansas,Grant,59051,49475
Arkansas,Hempstead,45484,49475
Arkansas,Hot Spring,46390,49475
Arkansas,Independence,48972,49475
Arkansas,Izard,42818,49475
California,Mono,64924,78672
Arkansas,Jefferson,40402,49475
Arkansas,Johnson,39346,49475
Arkansas,Lawrence,40587,49475
Arkansas,Lincoln,46554,49475
Arkansas,Little River,48966,49475
Arkansas,Lonoke,59278,49475
Arkansas,Madison,41446,49475
Arkansas,Miller,45391,49475
Arkansas,Monroe,38438,49475
Arkansas,Montgomery,41165,49475
Missouri,Bates,46733,57290
Missouri,Benton,41751,57290
Missouri,Bollinger,45140,57290
Missouri,Boone,58740,57290
Missouri,Buchanan,51933,57290
Missouri,Butler,42227,57290
Missouri,Caldwell,51451,57290
Missouri,Callaway,59835,57290
Missouri,Camden,53520,57290
Missouri,Cape Girardeau,53776,57290
Missouri,Carroll,51414,57290
Missouri,Carter,42403,57290
Missouri,Cedar,39408,57290
Missouri,Chariton,51545,57290
Missouri,Clark,45842,57290
Missouri,Clay,72047,57290
Missouri,Cole,61184,57290
Missouri,Cooper,53003,57290
Missouri,Dade,42117,57290
Missouri,Dallas,40404,57290
Missouri,DeKalb,58433,57290
Missouri,Dent,42714,57290
Missouri,Dunklin,38020,57290
Missouri,Franklin,60129,57290
Missouri,Gentry,46774,57290
Missouri,Greene,47053,57290
Missouri,Harrison,40615,57290
Missouri,Henry,47500,57290
Missouri,Holt,46442,57290
Missouri,Howard,55000,57290
Missouri,Iron,40082,57290
Missouri,Jackson,56960,57290
Missouri,Jefferson,67606,57290
Missouri,Knox,37588,57290
Missouri,Laclede,46582,57290
Missouri,Lawrence,44060,57290
Missouri,Lewis,45118,57290
Missouri,Linn,51150,57290
Missouri,Livingston,50818,57290
Missouri,Macon,44696,57290
Missouri,Madison,47984,57290
Missouri,Marion,54277,57290
Missouri,Mercer,50030,57290
Missouri,Mississippi,34354,57290
Missouri,Moniteau,57012,57290
Missouri,Montgomery,52123,57290
Missouri,Morgan,41477,57290
Missouri,Newton,52067,57290
Missouri,Nodaway,46303,57290
Missouri,Osage,62087,57290
Missouri,Ozark,33046,57290
Missouri,Perry,56861,57290
Missouri,Pettis,49315,57290
Missouri,Phelps,44987,57290
Missouri,Pike,44920,57290
Missouri,Platte,82448,57290
Missouri,Polk,47614,57290
Missouri,Pulaski,58426,57290
Missouri,Putnam,48833,57290
Virginia,Rockbridge,54133,76398
Virginia,Russell,38564,76398
Virginia,Scott,41540,76398
Virginia,Smyth,41088,76398
Virginia,Southampton,63034,76398
Virginia,Stafford,112247,76398
Virginia,Surry,56525,76398
Virginia,Tazewell,42207,76398
Virginia,Warren,70109,76398
Virginia,Westmoreland,53790,76398
Virginia,Wise,41285,76398
Virginia,York,93356,76398
Virginia,Alexandria city,102227,76398
Virginia,Buena Vista city,36634,76398
Virginia,Charlottesville city,59598,76398
Virginia,Colonial Heights city,60522,76398
Virginia,Covington city,41024,76398
Virginia,Danville city,37147,76398
Virginia,Fairfax city,109708,76398
Virginia,Falls Church city,146922,76398
Virginia,Fredericksburg city,69528,76398
Virginia,Galax city,35184,76398
Virginia,Harrisonburg city,49117,76398
Virginia,Hopewell city,43262,76398
Virginia,Lynchburg city,49201,76398
Virginia,Manassas city,86227,76398
Virginia,Martinsville city,36166,76398
Virginia,Newport News city,54511,76398
Virginia,Norton city,30518,76398
Virginia,Petersburg city,43029,76398
Virginia,Portsmouth city,53213,76398
Virginia,Radford city,34576,76398
Virginia,Roanoke city,45664,76398
Virginia,Salem city,63411,76398
Virginia,Staunton city,52292,76398
Virginia,Suffolk city,79899,76398
Virginia,Virginia Beach city,78136,76398
Virginia,Waynesboro city,43480,76398
Virginia,Williamsburg city,59288,76398
Virginia,Winchester city,61102,76398
Washington,Adams,51601,77006
Washington,Asotin,53941,77006
Washington,Benton,72046,77006
Washington,Chelan,61304,77006
Washington,Clallam,55090,77006
Washington,Clark,77184,77006
Washington,Columbia,61779,77006
Washington,Cowlitz,58791,77006
Washington,Douglas,65730,77006
Washington,Ferry,41685,77006
Washington,Franklin,66904,77006
Washington,Garfield,56923,77006
Washington,Grant,59165,77006
Washington,Grays Harbor,50665,77006
Washington,Island,70765,77006
Washington,King,99158,77006
Washington,Kitsap,78969,77006
Washington,Kittitas,59703,77006
Washington,Lewis,54970,77006
North Carolina,Durham,62812,56642
North Carolina,Franklin,58172,56642
North Carolina,Graham,42207,56642
North Carolina,Guilford,54794,56642
North Carolina,Haywood,51548,56642
North Carolina,Hyde,46667,56642
North Carolina,Johnston,61806,56642
North Carolina,Lenoir,39923,56642
North Carolina,Macon,45703,56642
North Carolina,Mecklenburg,69240,56642
North Carolina,Stanly,54104,56642
North Carolina,Swain,45554,56642
North Carolina,Union,82557,56642
North Carolina,Warren,37476,56642
North Carolina,Wayne,47221,56642
North Carolina,Yadkin,46954,56642
New Jersey,Bergen,104623,85245
New Jersey,Cape May,72385,85245
New Jersey,Gloucester,89056,85245
New Jersey,Mercer,83306,85245
New Jersey,Morris,117298,85245
New Jersey,Salem,64234,85245
New Jersey,Union,82644,85245
Indiana,Allen,57104,58235
Indiana,Blackford,44341,58235
Indiana,Carroll,56159,58235
Indiana,Clay,59398,58235
Indiana,Daviess,53800,58235
Indiana,DeKalb,58415,58235
Indiana,Elkhart,58509,58235
Indiana,Kosciusko,62789,58235
Indiana,LaPorte,57010,58235
Indiana,Marion,51219,58235
Indiana,Miami,50616,58235
Indiana,Morgan,67680,58235
Indiana,Ohio,63649,58235
Indiana,Parke,55853,58235
Indiana,Porter,72255,58235
Indiana,Putnam,61505,58235
Indiana,Rush,56814,58235
Indiana,Scott,45123,58235
Indiana,Starke,49705,58235
Indiana,Switzerland,51270,58235
Indiana,Union,55278,58235
Indiana,Vigo,47261,58235
Indiana,Warrick,79079,58235
Indiana,Wells,57565,58235
Massachusetts,Barnstable,76863,84385
Massachusetts,Dukes,77318,84385
Massachusetts,Hampden,57623,84385
Massachusetts,Nantucket,112306,84385
Ohio,Darke,54799,58116
Ohio,Erie,58408,58116
Ohio,Franklin,62352,58116
Ohio,Geauga,83730,58116
Ohio,Hamilton,59190,58116
Ohio,Harrison,49454,58116
Ohio,Highland,47973,58116
Ohio,Huron,55041,58116
Arkansas,Nevada,39946,49475
Arkansas,Newton,39542,49475
Arkansas,Ouachita,38279,49475
Arkansas,Perry,44926,49475
Arkansas,Phillips,33724,49475
Arkansas,Pike,42983,49475
Arkansas,Poinsett,40700,49475
Arkansas,Polk,39084,49475
Arkansas,Pope,46004,49475
Arkansas,Prairie,42754,49475
Arkansas,Pulaski,52930,49475
Arkansas,Randolph,42844,49475
Arkansas,St. Francis,36053,49475
Arkansas,Saline,66876,49475
Arkansas,Scott,42635,49475
Arkansas,Searcy,35077,49475
Arkansas,Sebastian,47878,49475
Arkansas,Sevier,47872,49475
Arkansas,Sharp,35573,49475
Arkansas,Stone,36067,49475
Arkansas,Union,45293,49475
Arkansas,Washington,52380,49475
Arkansas,White,44000,49475
Arkansas,Yell,47981,49475
Connecticut,Hartford,76259,79855
Connecticut,Litchfield,81590,79855
Connecticut,New Haven,71370,79855
Connecticut,New London,75831,79855
Connecticut,Windham,67365,79855
District of Columbia,District of Columbia,90842,90842
Alaska,Aleutians West Census Area,87443,77790
Alaska,Anchorage Municipality,84813,77790
Alaska,Bristol Bay Borough,79808,77790
Alaska,Chugach Census Area,90776,77790
Alaska,Denali Borough,76364,77790
Alaska,Dillingham Census Area,57436,77790
Alaska,Haines Borough,65014,77790
Alaska,Hoonah-Angoon Census Area,59926,77790
Alaska,Kenai Peninsula Borough,69245,77790
Alaska,Ketchikan Gateway Borough,74678,77790
Alaska,Kusilvak Census Area,37358,77790
Alaska,Matanuska-Susitna Borough,76118,77790
Alaska,Nome Census Area,62843,77790
Alaska,Northwest Arctic Borough,63750,77790
Alaska,Petersburg Borough,68667,77790
Alaska,Sitka City and Borough,81708,77790
Alaska,Skagway Municipality,71875,77790
Alaska,Wrangell City and Borough,58438,77790
Alaska,Yakutat City and Borough,59517,77790
Alaska,Yukon-Koyukuk Census Area,41728,77790
Colorado,Alamosa,41121,75231
Colorado,Archuleta,55658,75231
Colorado,Baca,34655,75231
Colorado,Boulder,87476,75231
Colorado,Broomfield,101206,75231
Colorado,Cheyenne,67763,75231
Colorado,Conejos,33611,75231
Colorado,Costilla,34732,75231
Missouri,Ralls,54194,57290
Missouri,Randolph,50440,57290
Missouri,Ray,65303,57290
Missouri,Reynolds,39552,57290
Missouri,Ripley,36066,57290
Missouri,St. Charles,87644,57290
Missouri,St. Clair,39000,57290
Missouri,Ste. Genevieve,61746,57290
Missouri,St. Francois,46307,57290
Missouri,St. Louis,68661,57290
Missouri,Saline,47585,57290
Missouri,Schuyler,44420,57290
Missouri,Scotland,47708,57290
Missouri,Scott,46310,57290
Missouri,Shelby,43809,57290
Missouri,Stoddard,42761,57290
Missouri,Sullivan,44056,57290
Missouri,Taney,47860,57290
Missouri,Vernon,43910,57290
Missouri,Warren,64735,57290
Missouri,Wayne,38018,57290
Missouri,Webster,55827,57290
Missouri,Wright,36711,57290
Florida,Alachua,50089,57703
Florida,Baker,62299,57703
Florida,Bradford,43580,57703
Florida,Brevard,59359,57703
Florida,Calhoun,38037,57703
Florida,Charlotte,52724,57703
Florida,Clay,68657,57703
Florida,Collier,70217,57703
Florida,DeSoto,36360,57703
Florida,Dixie,41674,57703
Florida,Escambia,53023,57703
Florida,Flagler,57536,57703
Florida,Gadsden,41135,57703
Florida,Gilchrist,47381,57703
Florida,Gulf,50640,57703
Florida,Hamilton,38300,57703
Florida,Hendry,36978,57703
Florida,Hernando,50280,57703
Florida,Hillsborough,60566,57703
Florida,Holmes,39215,57703
Florida,Jackson,40754,57703
Florida,Jefferson,49081,57703
Florida,Lake,55792,57703
Florida,Lee,59608,57703
Florida,Levy,38951,57703
Florida,Madison,35240,57703
Florida,Manatee,59963,57703
Florida,Martin,65821,57703
Florida,Miami-Dade,53975,57703
Florida,Nassau,72998,57703
Florida,Okaloosa,64373,57703
Florida,Orange,61416,57703
Florida,Osceola,55538,57703
Florida,Palm Beach,65015,57703
Florida,Pasco,53431,57703
Florida,Pinellas,56419,57703
Washington,Lincoln,58584,77006
Washington,Okanogan,48528,77006
Washington,Pacific,50873,77006
Washington,Pierce,76438,77006
Washington,San Juan,64753,77006
Washington,Skamania,69296,77006
Washington,Snohomish,89273,77006
Washington,Stevens,54426,77006
Washington,Thurston,75867,77006
Washington,Walla Walla,60615,77006
Washington,Whatcom,65420,77006
Washington,Yakima,54917,77006
West Virginia,Barbour,38906,48037
West Virginia,Boone,45297,48037
West Virginia,Braxton,43819,48037
West Virginia,Cabell,41472,48037
West Virginia,Calhoun,38668,48037
West Virginia,Clay,35154,48037
West Virginia,Fayette,43722,48037
West Virginia,Gilmer,42883,48037
West Virginia,Greenbrier,39807,48037
West Virginia,Hampshire,48528,48037
West Virginia,Hardy,46513,48037
West Virginia,Harrison,52134,48037
West Virginia,Jefferson,82551,48037
West Virginia,Kanawha,47122,48037
West Virginia,Lincoln,42064,48037
West Virginia,Logan,36250,48037
West Virginia,Marion,52856,48037
West Virginia,Marshall,48179,48037
West Virginia,Mercer,40716,48037
West Virginia,Mineral,51723,48037
West Virginia,Monongalia,54198,48037
West Virginia,Monroe,44828,48037
West Virginia,Nicholas,40318,48037
West Virginia,Ohio,48056,48037
West Virginia,Pendleton,46358,48037
West Virginia,Pleasants,55508,48037
West Virginia,Pocahontas,37642,48037
West Virginia,Preston,51992,48037
West Virginia,Putnam,63954,48037
West Virginia,Raleigh,43283,48037
West Virginia,Randolph,45206,48037
West Virginia,Ritchie,44328,48037
West Virginia,Roane,38895,48037
West Virginia,Summers,37769,48037
West Virginia,Taylor,52958,48037
West Virginia,Tucker,47527,48037
West Virginia,Tyler,47598,48037
West Virginia,Upshur,40802,48037
West Virginia,Wayne,43710,48037
West Virginia,Webster,33358,48037
West Virginia,Wetzel,44539,48037
West Virginia,Wirt,45315,48037
West Virginia,Wood,48711,48037
West Virginia,Wyoming,44095,48037
Wisconsin,Ashland,47869,63293
Colorado,Custer,60361,75231
Colorado,Delta,47968,75231
Colorado,Dolores,56786,75231
Colorado,Douglas,121393,75231
Colorado,Eagle,85877,75231
Colorado,Elbert,104231,75231
Colorado,El Paso,71517,75231
Colorado,Fremont,52364,75231
Colorado,Garfield,75435,75231
Colorado,Gilpin,90547,75231
Colorado,Grand,71769,75231
Colorado,Gunnison,60557,75231
Colorado,Hinsdale,39038,75231
Colorado,Huerfano,40255,75231
Colorado,Jackson,46157,75231
Colorado,Jefferson,87793,75231
Colorado,Kiowa,39503,75231
Colorado,Kit Carson,50411,75231
Colorado,Lake,65858,75231
Colorado,La Plata,69291,75231
Colorado,Larimer,76366,75231
Colorado,Las Animas,44159,75231
Colorado,Lincoln,47042,75231
Colorado,Logan,49560,75231
